Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Eduardo Bolsonaro,PSC       ,SP,Sim            ,92346,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Luiz Couto,PT        ,PB,Sim            ,74041,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Hugo Leal,PROS      ,RJ,Sim            ,141450,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Irmão Lazaro,PSC       ,BA,Não            ,178855,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Alan Rick,PRB       ,AC,Sim            ,178836,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Alessandro Molon,PT        ,RJ,Sim            ,160511,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Felipe Maia,DEM       ,RN,Não            ,141429,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,João Marcelo Souza,PMDB      ,MA,Sim            ,112437,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Vanderlei Macris,PSDB      ,SP,Sim            ,141553,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Remídio Monai,PR        ,RR,Sim            ,178960,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Aliel Machado,PCdoB     ,PR,Sim            ,178927,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Francisco Chapadinha,PSD       ,PA,Sim            ,178907,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Leonardo Picciani,PMDB      ,RJ,Sim            ,74254,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Jhonatan de Jesus,PRB       ,RR,Sim            ,160531,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Hugo Motta,PMDB      ,PB,Sim            ,160674,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Vicente Candido,PT        ,SP,Sim            ,160622,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Cristiane Brasil,PTB       ,RJ,Não            ,93472,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Enio Verri,PT        ,PR,Sim            ,132504,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Fábio Faria,PSD       ,RN,Sim            ,141428,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Delegado Waldir,PSDB      ,GO,Sim            ,164359,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Helder Salomão,PT        ,ES,Sim            ,178873,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Antonio Balhmann,PROS      ,CE,Sim            ,74213,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Nelson Marquezelli,PTB       ,SP,Sim            ,73553,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,José Reinaldo,PSB       ,MA,Sim            ,73714,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Valmir Prascidelli,PT        ,SP,Sim            ,113247,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Janete Capiberibe,PSB       ,AP,Sim            ,73926,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Assis Carvalho,PT        ,PI,Sim            ,159237,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Miguel Haddad,PSDB      ,SP,Não            ,178984,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Laercio Oliveira,Solidaried,SE,Sim            ,151208,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Rodrigo de Castro,PSDB      ,MG,Sim            ,141531,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Márcio Marinho,PRB       ,BA,Sim            ,150418,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Carlos Andrade,PHS       ,RR,Sim            ,178958,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Paulo Foletto,PSB       ,ES,Sim            ,160517,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Nilton Capixaba,PTB       ,RO,Sim            ,74359,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Fabio Garcia,PSB       ,MT,Sim            ,178905,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,João Campos,PSDB      ,GO,Não            ,74366,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Rogério Marinho,PSDB      ,RN,Não            ,141535,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Leonardo Quintão,PMDB      ,MG,Sim            ,141482,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Mário Heringer,PDT       ,MG,Sim            ,74158,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Lelo Coimbra,PMDB      ,ES,Sim            ,141562,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Alice Portugal,PCdoB     ,BA,Sim            ,74057,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Celso Pansera,PMDB      ,RJ,Sim            ,72912,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Wladimir Costa,Solidaried,PA,Sim            ,73930,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Marinaldo Rosendo,PSB       ,PE,Sim            ,178919,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Samuel Moreira,PSDB      ,SP,Não            ,178990,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Jerônimo Goergen,PP        ,RS,Não            ,160570,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Ricardo Izar,PSD       ,SP,Sim            ,160655,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Andres Sanchez,PT        ,SP,Sim            ,178974,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Max Filho,PSDB      ,ES,Não            ,178827,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Laudivio Carvalho,PMDB      ,MG,Sim            ,178894,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Caetano,PT        ,BA,Sim            ,178853,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Arnaldo Faria de Sá,PTB       ,SP,Não            ,73434,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Washington Reis,PMDB      ,RJ,Sim            ,160620,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Flavinho,PSB       ,SP,Sim            ,178978,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Vicentinho,PT        ,SP,Sim            ,74283,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Leopoldo Meyer,PSB       ,PR,Sim            ,160663,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Jorge Boeira,PP        ,SC,Sim            ,74388,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,José Airton Cirilo,PT        ,CE,Sim            ,141464,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Joaquim Passarinho,PSD       ,PA,Sim            ,178910,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Professora Marcivania,PT        ,AP,Sim            ,160641,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Zé Silva,Solidaried,MG,Sim            ,160632,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Leo de Brito,PT        ,AC,Sim            ,178825,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Victor Mendes,PV        ,MA,Sim            ,178888,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Manoel Junior,PMDB      ,PB,Sim            ,141490,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Herculano Passos,PSD       ,SP,Sim            ,178981,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Gilberto Nascimento,PSC       ,SP,Sim            ,74270,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Evandro Rogerio Roman,PSD       ,PR,Sim            ,178930,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Zé Geraldo,PT        ,PA,Sim            ,73931,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Milton Monti,PR        ,SP,Sim            ,74787,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Luiz Sérgio,PT        ,RJ,Sim            ,74688,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Luiz Carlos Ramos,PSDC      ,RJ,Sim            ,178802,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Covatti Filho,PP        ,RS,Sim            ,178963,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Marcos Reategui,PSC       ,AP,Sim            ,178852,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Josi Nunes,PMDB      ,TO,Sim            ,114941,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Eduardo Cury,PSDB      ,SP,Não            ,178977,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Átila Lira,PSB       ,PI,Sim            ,74459,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Christiane de Souza Yared,PTN       ,PR,Sim            ,178928,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Eduardo Cunha,PMDB      ,RJ,Art. 17        ,74173,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Evair de Melo,PV        ,ES,Sim            ,178871,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Geovania de Sá,PSDB      ,SC,Não            ,178966,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Angelim,PT        ,AC,Sim            ,178837,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Mauro Mariani,PMDB      ,SC,Sim            ,141507,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Caio Narcio,PSDB      ,MG,Sim            ,178891,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Diego Andrade,PSD       ,MG,Sim            ,160588,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Waldenor Pereira,PT        ,BA,Sim            ,160569,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Raimundo Gomes de Matos,PSDB      ,CE,Sim            ,74216,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Expedito Netto,Solidaried,RO,Sim            ,178953,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Paulo Feijó,PR        ,RJ,Sim            ,74017,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Fábio Ramalho,PV        ,MG,Sim            ,141427,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Osmar Terra,PMDB      ,RS,Sim            ,73692,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Giuseppe Vecci,PSDB      ,GO,Não            ,178878,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Ságuas Moraes,PT        ,MT,Sim            ,160630,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Sóstenes Cavalcante,PSD       ,RJ,Sim            ,178947,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Aluisio Mendes,PSDC      ,MA,Sim            ,178881,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Ronaldo Carletto,PP        ,BA,Sim            ,178861,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Lúcio Vale,PR        ,PA,Sim            ,141484,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Fábio Mitidieri,PSD       ,SE,Sim            ,178969,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,José Nunes,PSD       ,BA,Sim            ,160619,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Rubens Bueno,PPS       ,PR,Sim            ,73466,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Júlio Delgado,PSB       ,MG,Sim            ,73586,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Gonzaga Patriota,PSB       ,PE,Sim            ,74419,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Saraiva Felipe,PMDB      ,MG,Sim            ,74762,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,José Carlos Aleluia,DEM       ,BA,Não            ,74553,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Ronaldo Lessa,PDT       ,AL,Sim            ,178845,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Altineu Côrtes,PR        ,RJ,Sim            ,178937,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,João Fernando Coutinho,PSB       ,PE,Sim            ,178917,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Rodrigo Pacheco,PMDB      ,MG,Sim            ,178897,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Célio Silveira,PSDB      ,GO,Sim            ,178876,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,João Paulo Papa,PSDB      ,SP,Não            ,178988,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Antônio Jácome,PMN       ,RN,Sim            ,178950,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Eduardo Barbosa,PSDB      ,MG,Sim            ,74655,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Jorge Tadeu Mudalen,DEM       ,SP,Não            ,73535,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Alex Manente,PPS       ,SP,Sim            ,178972,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Paulo Magalhães,PSD       ,BA,Sim            ,74574,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Marcelo Squassoni,PRB       ,SP,Sim            ,118594,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Marcelo Aro,PHS       ,MG,Sim            ,146788,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Luiz Carlos Busato,PTB       ,RS,Sim            ,141485,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Felipe Bornier,PSD       ,RJ,Sim            ,141430,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Adail Carneiro,PHS       ,CE,Sim            ,178864,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Sérgio Reis,PRB       ,SP,Sim            ,178991,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Edmilson Rodrigues,PSOL      ,PA,Sim            ,134812,-,-
2015,1117,REQ,24/3/2015,18:38,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 8122/2014,,5477,Macedo,PSL       ,CE,Sim            ,178867,-,-
