Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Luiza Erundina,PSB       ,SP,Não            ,74784,GOV.,Sim            
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Roberto Alves,PRB       ,SP,Sim            ,152610,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Lázaro Botelho,PP        ,TO,Não            ,141480,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Sérgio Brito,PSD       ,BA,Sim            ,73808,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Erivelton Santana,PSC       ,BA,Não            ,99654,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Osmar Serraglio,PMDB      ,PR,Não            ,73463,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Bruno Araújo,PSDB      ,PE,Não            ,141394,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Cacá Leão,PP        ,BA,Não            ,93083,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Dimas Fabiano,PP        ,MG,Não            ,160599,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Chico D Angelo,PT        ,RJ,Sim            ,141439,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Hélio Leite,DEM       ,PA,Não            ,178909,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Maria do Rosário,PT        ,RS,Sim            ,74398,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Odorico Monteiro,PT        ,CE,Sim            ,178868,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Carlos Gomes,PRB       ,RS,Sim            ,178962,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Wolney Queiroz,PDT       ,PE,Sim            ,74439,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,João Rodrigues,PSD       ,SC,Sim            ,160571,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Fabiano Horta,PT        ,RJ,Sim            ,146829,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Rubens Pereira Júnior,PCdoB     ,MA,Sim            ,178887,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Ricardo Tripoli,PSDB      ,SP,Não            ,141472,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Dr. Jorge Silva,PROS      ,ES,Sim            ,160643,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Roney Nemer,PMDB      ,DF,Não            ,178870,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Dulce Miranda,PMDB      ,TO,Não            ,178994,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Décio Lima,PT        ,SC,Sim            ,141413,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Adelmo Carneiro Leão,PT        ,MG,Sim            ,178890,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Eduardo Bolsonaro,PSC       ,SP,Não            ,92346,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Luiz Couto,PT        ,PB,Sim            ,74041,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Hugo Leal,PROS      ,RJ,Sim            ,141450,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Arthur Lira,PP        ,AL,Não            ,160541,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Aelton Freitas,PR        ,MG,Sim            ,141372,-,-
2012,3771,PL,10/3/2015,18:13,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 170; não: 242; total: 412.,5463,Jarbas Vasconcelos,PMDB      ,PE,Não            ,131943,-,-
