Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Herculano Passos,PSD       ,SP,Sim            ,178981,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Gilberto Nascimento,PSC       ,SP,Sim            ,74270,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Evandro Rogerio Roman,PSD       ,PR,Sim            ,178930,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Milton Monti,PR        ,SP,Sim            ,74787,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Luiz Sérgio,PT        ,RJ,Sim            ,74688,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Luiz Carlos Ramos,PSDC      ,RJ,Sim            ,178802,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Covatti Filho,PP        ,RS,Sim            ,178963,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Marcos Reategui,PSC       ,AP,Sim            ,178852,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,César Halum,PRB       ,TO,Sim            ,160576,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Izalci,PSDB      ,DF,Sim            ,4931,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Henrique Fontana,PT        ,RS,Sim            ,73482,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Eduardo Cury,PSDB      ,SP,Sim            ,178977,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Átila Lira,PSB       ,PI,Sim            ,74459,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Eduardo Cunha,PMDB      ,RJ,Art. 17        ,74173,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Vander Loubet,PT        ,MS,Sim            ,74376,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Evair de Melo,PV        ,ES,Sim            ,178871,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Bacelar,PTN       ,BA,Sim            ,69871,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Pedro Cunha Lima,PSDB      ,PB,Sim            ,178912,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Roberto Sales,PRB       ,RJ,Sim            ,178944,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Angelim,PT        ,AC,Sim            ,178837,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Mauro Mariani,PMDB      ,SC,Sim            ,141507,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Caio Narcio,PSDB      ,MG,Sim            ,178891,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Nelson Meurer,PP        ,PR,Sim            ,73781,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Betinho Gomes,PSDB      ,PE,Sim            ,178915,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Diego Andrade,PSD       ,MG,Sim            ,160588,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Waldenor Pereira,PT        ,BA,Sim            ,160569,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Expedito Netto,Solidaried,RO,Sim            ,178953,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Fábio Ramalho,PV        ,MG,Obstrução      ,141427,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Rogério Rosso,PSD       ,DF,Sim            ,160426,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,JHC,Solidaried,AL,Sim            ,178842,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Osmar Terra,PMDB      ,RS,Sim            ,73692,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Mário Negromonte Jr.,PP        ,BA,Sim            ,178858,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Ságuas Moraes,PT        ,MT,Sim            ,160630,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Carlos Zarattini,PT        ,SP,Sim            ,141398,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Sóstenes Cavalcante,PSD       ,RJ,Sim            ,178947,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Deley,PTB       ,RJ,Sim            ,74172,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Aluisio Mendes,PSDC      ,MA,Sim            ,178881,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Ronaldo Carletto,PP        ,BA,Sim            ,178861,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Fábio Mitidieri,PSD       ,SE,Sim            ,178969,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,José Nunes,PSD       ,BA,Sim            ,160619,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Rubens Bueno,PPS       ,PR,Sim            ,73466,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Júlio Delgado,PSB       ,MG,Sim            ,73586,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Zeca Dirceu,PT        ,PR,Sim            ,160592,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Guilherme Mussi,PP        ,SP,Sim            ,160667,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,José Carlos Aleluia,DEM       ,BA,Sim            ,74553,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Ronaldo Lessa,PDT       ,AL,Sim            ,178845,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Marcelo Belinati,PP        ,PR,Sim            ,178932,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Altineu Côrtes,PR        ,RJ,Sim            ,178937,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,João Fernando Coutinho,PSB       ,PE,Sim            ,178917,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Rodrigo Pacheco,PMDB      ,MG,Sim            ,178897,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Célio Silveira,PSDB      ,GO,Sim            ,178876,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Antônio Jácome,PMN       ,RN,Sim            ,178950,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Eduardo Barbosa,PSDB      ,MG,Sim            ,74655,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Simão Sessim,PP        ,RJ,Sim            ,73424,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Alex Manente,PPS       ,SP,Sim            ,178972,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Paulo Magalhães,PSD       ,BA,Sim            ,74574,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Ricardo Teobaldo,PTB       ,PE,Sim            ,178920,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Marcelo Squassoni,PRB       ,SP,Sim            ,118594,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Carlos Marun,PMDB      ,MS,Sim            ,178900,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Marcelo Aro,PHS       ,MG,Sim            ,146788,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,José Guimarães,PT        ,CE,Sim            ,141470,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Luiz Carlos Busato,PTB       ,RS,Sim            ,141485,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Domingos Sávio,PSDB      ,MG,Sim            ,160758,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Felipe Bornier,PSD       ,RJ,Sim            ,141430,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Adail Carneiro,PHS       ,CE,Sim            ,178864,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Roberto Balestra,PP        ,GO,Sim            ,73674,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Sérgio Reis,PRB       ,SP,Sim            ,178991,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Edmilson Rodrigues,PSOL      ,PA,Não            ,134812,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Macedo,PSL       ,CE,Sim            ,178867,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Juscelino Filho,PRP       ,MA,Sim            ,178886,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Baleia Rossi,PMDB      ,SP,Sim            ,178975,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Roberto Britto,PP        ,BA,Sim            ,141529,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Antonio Brito,PTB       ,BA,Sim            ,160553,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Luiz Fernando Faria,PP        ,MG,Sim            ,141487,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,João Arruda,PMDB      ,PR,Sim            ,160573,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Bebeto,PSB       ,BA,Sim            ,178834,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,André Figueiredo,PDT       ,CE,Sim            ,133439,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Mauro Lopes,PMDB      ,MG,Sim            ,74749,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Paulo Abi-Ackel,PSDB      ,MG,Sim            ,141516,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Pedro Uczai,PT        ,SC,Sim            ,160604,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Afonso Motta,PDT       ,RS,Sim            ,178835,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Jorge Côrte Real,PTB       ,PE,Sim            ,160572,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Carlos Henrique Gaguim,PMDB      ,TO,Sim            ,178993,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Mariana Carvalho,PSDB      ,RO,Sim            ,178956,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Antonio Bulhões,PRB       ,SP,Sim            ,141383,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Zeca Cavalcanti,PTB       ,PE,Sim            ,178923,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Pompeo de Mattos,PDT       ,RS,Sim            ,73486,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Adilton Sachetti,PSB       ,MT,Sim            ,178903,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Vinicius Carvalho,PRB       ,SP,Sim            ,141555,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Josué Bengtson,PTB       ,PA,Sim            ,74351,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Pedro Fernandes,PTB       ,MA,Não            ,74449,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Marco Maia,PT        ,RS,Sim            ,133373,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Paulo Teixeira,PT        ,SP,Abstenção      ,141488,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Rodrigo Martins,PSB       ,PI,Sim            ,178926,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Beto Salame,PROS      ,PA,Sim            ,178906,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Heuler Cruvinel,PSD       ,GO,Sim            ,160596,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Carlos Manato,Solidaried,ES,Sim            ,74163,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Vitor Valim,PMDB      ,CE,Sim            ,178869,-,-
2007,789,PL,25/3/2015,22:21,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,5480,Silvio Costa,PSC       ,PE,Sim            ,4930,-,-
