Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,664,MPV,13/5/2015,17:48,PARECER DA CM PELO ATENDIMENTO DOS PRESSUPOSTOS CONSTITUCIONAIS,Aprovado  em apreciação preliminar  o Parecer do Relator  na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária  nos termos do artigo 8º da Resolução nº 01  de 2002-CN. Sim: 278; não: 167; abstenção: 1; total: 446.
,5528,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Sim            
2014,664,MPV,13/5/2015,19:22,PROJETO DE LEI DE CONVERSÃO,Aprovado o Projeto de Lei de Conversão nº 4 de 2015  apresentado à Medida Provisória nº 664 de 2014  ressalvados os destaques. Sim: 277; não: 178; abstenção: 01; total: 456.

,5529,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Sim            
2014,664,MPV,13/5/2015,20:29,DVS - PMDB - EMENDA Nº 507,Rejeitada a Emenda nº 507. Sim: 194; não: 261; abstenção: 4; total: 459.,5529,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Não            
2014,664,MPV,13/5/2015,21:14,DVS - PTB - §§10  11 E 12 DA EMENDA Nº 45,Aprovado o texto destacado. Sim: 232; não: 210; abstenção: 2; total: 444.,5529,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Não            
2014,664,MPV,13/5/2015,21:55,DVS - PPS - §10 DO ART. 29 DA LEI 8.213/1991 CONST. DO ART. 3º DO PLV,Mantido o texto destacado. Sim: 294; não: 158; abstenção: 2; total: 454.,5529,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Sim            
2014,664,MPV,13/5/2015,22:34,DVS - PP - ALTERAÇÃO PROMOVIDA PELO ART. 3º  DO PLV,Suprimido o texto destacado. Sim: 220; não: 229; abstenção: 1; total: 450.
,5529,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Sim            
2014,664,MPV,14/5/2015,14:42,EMENDA AGLUTINATIVA Nº 5,Rejeitada a Emenda Aglutinativa nº 5. Sim: 110; não: 226; total: 336.,5530,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Não            
2014,664,MPV,14/5/2015,15:23,DVS - PSDB - §5º DO ART. 60 DA LEI Nº 8.213/1991 ALT. PELO ART. 3º  DO PLV,Mantido o texto. Sim: 244; não: 144; abstenção: 2; total: 390.,5530,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Sim            
2014,664,MPV,14/5/2015,16:10,DVS - PCdoB - INC. II E III DO §5º DO ART. 60 DA LEI Nº 8.213/1991,Mantido o texto. Sim: 267; não: 144; abstenção: 3; total: 414.
,5530,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Sim            
2014,664,MPV,14/5/2015,16:43,DVS - DEM - ART. 77  §2º  INC. V  ALÍNEA "C" DA LEI Nº 8.213/1991,Mantido o texto. Sim: 248; não: 143; abstenção: 3; total: 394.,5530,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Sim            
