Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Laudivio Carvalho,PMDB      ,MG,Sim            ,178894,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Caetano,PT        ,BA,Sim            ,178853,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Ronaldo Fonseca,PROS      ,DF,Sim            ,160637,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Washington Reis,PMDB      ,RJ,Sim            ,160620,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Cesar Souza,PSD       ,SC,Sim            ,73720,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Flavinho,PSB       ,SP,Sim            ,178978,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Reginaldo Lopes,PT        ,MG,Sim            ,74161,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,José Priante,PMDB      ,PA,Sim            ,74079,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Vicentinho,PT        ,SP,Sim            ,74283,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Aníbal Gomes,PMDB      ,CE,Sim            ,74212,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Delegado Éder Mauro,PSD       ,PA,Sim            ,178908,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Jorge Boeira,PP        ,SC,Sim            ,74388,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,José Airton Cirilo,PT        ,CE,Sim            ,141464,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Joaquim Passarinho,PSD       ,PA,Sim            ,178910,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Professora Marcivania,PT        ,AP,Sim            ,160641,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Zé Silva,Solidaried,MG,Sim            ,160632,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Victor Mendes,PV        ,MA,Sim            ,178888,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Edmar Arruda,PSC       ,PR,Sim            ,160578,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Gilberto Nascimento,PSC       ,SP,Sim            ,74270,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Evandro Rogerio Roman,PSD       ,PR,Sim            ,178930,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Milton Monti,PR        ,SP,Sim            ,74787,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Luiz Carlos Ramos,PSDC      ,RJ,Sim            ,178802,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Covatti Filho,PP        ,RS,Sim            ,178963,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Henrique Fontana,PT        ,RS,Sim            ,73482,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Josi Nunes,PMDB      ,TO,Sim            ,114941,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Eduardo Cury,PSDB      ,SP,Sim            ,178977,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Átila Lira,PSB       ,PI,Sim            ,74459,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Luciana Santos,PCdoB     ,PE,Sim            ,160628,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Eduardo Cunha,PMDB      ,RJ,Art. 17        ,74173,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Vander Loubet,PT        ,MS,Sim            ,74376,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Bacelar,PTN       ,BA,Sim            ,69871,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Marcos Montes,PSD       ,MG,Sim            ,141500,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Pedro Cunha Lima,PSDB      ,PB,Sim            ,178912,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Roberto Sales,PRB       ,RJ,Sim            ,178944,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Angelim,PT        ,AC,Sim            ,178837,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Caio Narcio,PSDB      ,MG,Sim            ,178891,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Nelson Meurer,PP        ,PR,Sim            ,73781,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Betinho Gomes,PSDB      ,PE,Sim            ,178915,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Waldenor Pereira,PT        ,BA,Sim            ,160569,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Raimundo Gomes de Matos,PSDB      ,CE,Sim            ,74216,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Expedito Netto,Solidaried,RO,Sim            ,178953,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Paulo Feijó,PR        ,RJ,Sim            ,74017,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Fábio Ramalho,PV        ,MG,Sim            ,141427,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Rogério Rosso,PSD       ,DF,Sim            ,160426,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,JHC,Solidaried,AL,Sim            ,178842,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Mário Negromonte Jr.,PP        ,BA,Sim            ,178858,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Giuseppe Vecci,PSDB      ,GO,Sim            ,178878,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Ságuas Moraes,PT        ,MT,Sim            ,160630,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Carlos Zarattini,PT        ,SP,Sim            ,141398,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Sóstenes Cavalcante,PSD       ,RJ,Sim            ,178947,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Deley,PTB       ,RJ,Sim            ,74172,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Aluisio Mendes,PSDC      ,MA,Sim            ,178881,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Ronaldo Carletto,PP        ,BA,Sim            ,178861,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Aguinaldo Ribeiro,PP        ,PB,Sim            ,160527,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Fábio Mitidieri,PSD       ,SE,Sim            ,178969,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,José Nunes,PSD       ,BA,Sim            ,160619,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Rubens Bueno,PPS       ,PR,Sim            ,73466,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Júlio Delgado,PSB       ,MG,Abstenção      ,73586,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Gonzaga Patriota,PSB       ,PE,Sim            ,74419,-,-
2008,3131,PL,26/3/2015,13:13,SUBEMENDA SUBSTITUTIVA AS EMENDAS DE PLENÁRIO 1 E 2 E AO PL 846/15,Aprovada a Subemenda Substitutiva Global ao Projeto de Lei  nº 846 de 2015  apensado  oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania  ressalvados os destaques. Sim: 341; não 3; abstenção: 1; total: 345.,5481,Zeca Dirceu,PT        ,PR,Sim            ,160592,-,-
