Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Diego Andrade,PSD       ,MG,Sim            ,160588,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Waldenor Pereira,PT        ,BA,Não            ,160569,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Raimundo Gomes de Matos,PSDB      ,CE,Sim            ,74216,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Expedito Netto,Solidaried,RO,Sim            ,178953,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Paulo Feijó,PR        ,RJ,Não            ,74017,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Fábio Ramalho,PV        ,MG,Sim            ,141427,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rogério Rosso,PSD       ,DF,Sim            ,160426,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Otavio Leite,PSDB      ,RJ,Sim            ,141515,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,JHC,Solidaried,AL,Sim            ,178842,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Osmar Terra,PMDB      ,RS,Sim            ,73692,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mário Negromonte Jr.,PP        ,BA,Sim            ,178858,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Giuseppe Vecci,PSDB      ,GO,Sim            ,178878,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ságuas Moraes,PT        ,MT,Não            ,160630,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcus Vicente,PP        ,ES,Não            ,74235,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sóstenes Cavalcante,PSD       ,RJ,Sim            ,178947,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Deley,PTB       ,RJ,Sim            ,74172,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lúcio Vale,PR        ,PA,Não            ,141484,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Aguinaldo Ribeiro,PP        ,PB,Não            ,160527,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Fábio Mitidieri,PSD       ,SE,Sim            ,178969,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Átila Lins,PSD       ,AM,Sim            ,74090,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rubens Bueno,PPS       ,PR,Sim            ,73466,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Júlio Delgado,PSB       ,MG,Não            ,73586,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Gonzaga Patriota,PSB       ,PE,Não            ,74419,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Saraiva Felipe,PMDB      ,MG,Sim            ,74762,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Guilherme Mussi,PP        ,SP,Sim            ,160667,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,José Carlos Aleluia,DEM       ,BA,Não            ,74553,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ronaldo Lessa,PDT       ,AL,Sim            ,178845,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Belinati,PP        ,PR,Sim            ,178932,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Altineu Côrtes,PR        ,RJ,Sim            ,178937,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rodrigo Pacheco,PMDB      ,MG,Sim            ,178897,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Célio Silveira,PSDB      ,GO,Sim            ,178876,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Antônio Jácome,PMN       ,RN,Não            ,178950,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Eduardo Barbosa,PSDB      ,MG,Sim            ,74655,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alex Manente,PPS       ,SP,Sim            ,178972,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Squassoni,PRB       ,SP,Sim            ,118594,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Carlos Marun,PMDB      ,MS,Sim            ,178900,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Aro,PHS       ,MG,Sim            ,146788,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Luiz Carlos Busato,PTB       ,RS,Não            ,141485,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Domingos Sávio,PSDB      ,MG,Sim            ,160758,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Felipe Bornier,PSD       ,RJ,Sim            ,141430,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Adail Carneiro,PHS       ,CE,Sim            ,178864,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Roberto Balestra,PP        ,GO,Sim            ,73674,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sérgio Reis,PRB       ,SP,Não            ,178991,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Edmilson Rodrigues,PSOL      ,PA,Sim            ,134812,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Baleia Rossi,PMDB      ,SP,Sim            ,178975,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Roberto Britto,PP        ,BA,Não            ,141529,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Antonio Brito,PTB       ,BA,Sim            ,160553,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Luiz Fernando Faria,PP        ,MG,Sim            ,141487,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Gabriel Guimarães,PT        ,MG,Não            ,129037,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mauro Lopes,PMDB      ,MG,Sim            ,74749,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pedro Uczai,PT        ,SC,Não            ,160604,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Afonso Motta,PDT       ,RS,Sim            ,178835,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jorge Côrte Real,PTB       ,PE,Não            ,160572,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Carlos Henrique Gaguim,PMDB      ,TO,Sim            ,178993,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Dr. Sinval Malheiros,PV        ,SP,Sim            ,178830,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Zeca Cavalcanti,PTB       ,PE,Não            ,178923,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pompeo de Mattos,PDT       ,RS,Sim            ,73486,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Adilton Sachetti,PSB       ,MT,Sim            ,178903,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Conceição Sampaio,PP        ,AM,Sim            ,178848,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Carmen Zanotto,PPS       ,SC,Sim            ,164360,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pedro Fernandes,PTB       ,MA,Sim            ,74449,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rodrigo Martins,PSB       ,PI,Não            ,178926,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Beto Salame,PROS      ,PA,Sim            ,178906,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Heuler Cruvinel,PSD       ,GO,Sim            ,160596,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Carlos Manato,Solidaried,ES,Sim            ,74163,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Mandetta,DEM       ,MS,Não            ,160633,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Zé Carlos,PT        ,MA,Não            ,178889,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Hiran Gonçalves,PMN       ,RR,Não            ,178959,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Afonso Hamm,PP        ,RS,Sim            ,136811,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Evandro Gussi,PV        ,SP,Sim            ,178828,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,André Abdon,PRB       ,AP,Não            ,178831,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Dilceu Sperafico,PP        ,PR,Sim            ,73768,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Domingos Neto,PROS      ,CE,Sim            ,143632,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Chico Alencar,PSOL      ,RJ,Sim            ,74171,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Bohn Gass,PT        ,RS,Não            ,160538,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Hildo Rocha,PMDB      ,MA,Sim            ,178884,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marinha Raupp,PMDB      ,RO,Sim            ,74177,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Clarissa Garotinho,PR        ,RJ,Abstenção      ,178939,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcelo Castro,PMDB      ,PI,Sim            ,74460,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Moema Gramacho,PT        ,BA,Não            ,178859,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Arnon Bezerra,PTB       ,CE,Sim            ,74291,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Bruna Furlan,PSDB      ,SP,Sim            ,160589,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Elmar Nascimento,DEM       ,BA,Não            ,178854,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Moses Rodrigues,PPS       ,CE,Sim            ,178997,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ivan Valente,PSOL      ,SP,Sim            ,73531,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Jorginho Mello,PR        ,SC,Sim            ,160509,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Diego Garcia,PHS       ,PR,Sim            ,178929,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Nilson Leitão,PSDB      ,MT,Sim            ,166401,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Leandre,PV        ,PR,Sim            ,178832,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Eros Biondini,PTB       ,MG,Não            ,160640,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Fabio Reis,PMDB      ,SE,Sim            ,171623,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Sergio Vidigal,PDT       ,ES,Sim            ,178874,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Professora Dorinha Seabra Rezende,DEM       ,TO,Não            ,160639,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Miro Teixeira,PROS      ,RJ,Sim            ,74862,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lincoln Portela,PR        ,MG,Não            ,74585,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rocha,PSDB      ,AC,Sim            ,178840,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Chico Lopes,PCdoB     ,CE,Não            ,141440,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Pedro Chaves,PMDB      ,GO,Não            ,74812,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Júlio Cesar,PSD       ,PI,Sim            ,74317,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Luiz Lauro Filho,PSB       ,SP,Sim            ,178982,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Rogério Peninha Mendonça,PMDB      ,SC,Sim            ,160651,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,César Messias,PSB       ,AC,Sim            ,178838,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Júlia Marinho,PSC       ,PA,Não            ,67312,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Antonio Imbassahy,PSDB      ,BA,Sim            ,160530,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Heitor Schuch,PSB       ,RS,Não            ,178964,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Silvio Torres,PSDB      ,SP,Sim            ,73560,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Dâmina Pereira,PMN       ,MG,Sim            ,178892,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Givaldo Vieira,PT        ,ES,Não            ,178872,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Francisco Floriano,PR        ,RJ,Não            ,160677,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Veneziano Vital do Rêgo,PMDB      ,PB,Sim            ,178913,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Carlos Sampaio,PSDB      ,SP,Sim            ,74262,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Beto Faro,PT        ,PA,Não            ,141335,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Erika Kokay,PT        ,DF,Não            ,160575,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Heráclito Fortes,PSB       ,PI,Não            ,97707,-,-
