Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Edio Lopes,PMDB      ,RR,Sim            ,141417,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lincoln Portela,PR        ,MG,Não            ,74585,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Wherles Rocha,PSDB      ,AC,Sim            ,178840,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Chico Lopes,PCdoB     ,CE,Sim            ,141440,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pedro Chaves,PMDB      ,GO,Sim            ,74812,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Daniel Vilela,PMDB      ,GO,Sim            ,144523,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Júlio Cesar,PSD       ,PI,Não            ,74317,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luiz Lauro Filho,PSB       ,SP,Sim            ,178982,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,César Messias,PSB       ,AC,Sim            ,178838,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Júlia Marinho,PSC       ,PA,Sim            ,67312,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Paulo Freire,PR        ,SP,Não            ,160558,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Heitor Schuch,PSB       ,RS,Sim            ,178964,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Silvio Torres,PSDB      ,SP,Obstrução      ,73560,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Dâmina Pereira,PMN       ,MG,Sim            ,178892,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Givaldo Vieira,PT        ,ES,Sim            ,178872,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Francisco Floriano,PR        ,RJ,Sim            ,160677,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Vicentinho Júnior,PSB       ,TO,Sim            ,137070,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Veneziano Vital do Rêgo,PMDB      ,PB,Sim            ,178913,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Beto Faro,PT        ,PA,Sim            ,141335,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Erika Kokay,PT        ,DF,Não            ,160575,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Heráclito Fortes,PSB       ,PI,Obstrução      ,97707,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Moroni Torgan,DEM       ,CE,Sim            ,74457,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcio Alvino,PR        ,SP,Sim            ,178983,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jair Bolsonaro,PP        ,RJ,Sim            ,74847,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Sergio Souza,PMDB      ,PR,Sim            ,178933,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ronaldo Nogueira,PTB       ,RS,Sim            ,163321,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jean Wyllys,PSOL      ,RJ,Não            ,160672,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lucas Vergilio,Solidaried,GO,Sim            ,178879,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lucio Mosquini,PMDB      ,RO,Sim            ,178954,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Keiko Ota,PSB       ,SP,Sim            ,160659,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Tereza Cristina,PSB       ,MS,Sim            ,178901,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lindomar Garçon,PMDB      ,RO,Sim            ,141483,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Subtenente Gonzaga,PDT       ,MG,Sim            ,177282,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luis Tibé,PTdoB     ,MG,Obstrução      ,160510,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Bruno Covas,PSDB      ,SP,Sim            ,178976,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Paes Landim,PTB       ,PI,Sim            ,74319,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Benito Gama,PTB       ,BA,Sim            ,74535,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Flaviano Melo,PMDB      ,AC,Sim            ,141434,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcus Pestana,PSDB      ,MG,Sim            ,159238,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Arnaldo Jordy,PPS       ,PA,Sim            ,160602,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ezequiel Fonseca,PP        ,MT,Sim            ,178904,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Alexandre Serfiotis,PSD       ,RJ,Sim            ,178833,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Daniel Coelho,PSDB      ,PE,Sim            ,178916,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Nilto Tatto,PT        ,SP,Sim            ,178986,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Daniel,PT        ,SE,Sim            ,178970,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ronaldo Benedet,PMDB      ,SC,Sim            ,160515,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Bonifácio de Andrada,PSDB      ,MG,Sim            ,74650,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Abel Mesquita Jr.,PDT       ,RR,Abstenção      ,178957,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Cabo Daciolo,PSOL      ,RJ,Não            ,178938,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Kaio Maniçoba,PHS       ,PE,Não            ,178918,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Tenente Lúcio,PSB       ,MG,Sim            ,178898,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Arlindo Chinaglia,PT        ,SP,Não            ,73433,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Sandro Alex,PPS       ,PR,Sim            ,160621,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Mendonça Filho,DEM       ,PE,Sim            ,74428,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Maria Helena,PSB       ,RR,Sim            ,64960,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Tia Eron,PRB       ,BA,Sim            ,178862,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,André Fufuca,PEN       ,MA,Sim            ,178882,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Benjamin Maranhão,Solidaried,PB,Sim            ,74040,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luis Carlos Heinze,PP        ,RS,Sim            ,73483,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Alfredo Nascimento,PR        ,AM,Sim            ,178846,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Renata Abreu,PTN       ,SP,Sim            ,178989,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rafael Motta,PROS      ,RN,Sim            ,178951,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rômulo Gouveia,PSD       ,PB,Sim            ,141536,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ana Perugini,PT        ,SP,Não            ,178973,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Carlos Bacelar,PR        ,BA,Sim            ,141458,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Padre João,PT        ,MG,Sim            ,160556,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Missionário José Olimpio,PP        ,SP,Sim            ,160561,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Laerte Rodrigues de Bessa,PR        ,DF,Não            ,141478,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Leônidas Cristino,PROS      ,CE,Sim            ,74299,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pedro Vilela,PSDB      ,AL,Sim            ,178844,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Arthur Oliveira Maia,Solidaried,BA,Sim            ,160600,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Celso Russomanno,PRB       ,SP,Sim            ,73441,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcon,PT        ,RS,Sim            ,160535,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ademir Camilo,PROS      ,MG,Sim            ,133374,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Sandes Júnior,PP        ,GO,Sim            ,74372,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Davidson Magalhães,PCdoB     ,BA,Sim            ,101309,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Wadson Ribeiro,PCdoB     ,MG,Sim            ,137853,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Fernando Monteiro,PP        ,PE,Sim            ,92699,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Carlos Eduardo Cadoca,PCdoB     ,PE,Sim            ,74474,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Fernando Marroni,PT        ,RS,Sim            ,73481,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,William Woo,PV        ,SP,Abstenção      ,141563,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Walney Rocha,PTB       ,RJ,Sim            ,160631,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Elizeu Dionizio,Solidaried,MS,Sim            ,181316,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,José Fogaça,PMDB      ,RS,Sim            ,131966,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Mauro Pereira,PMDB      ,RS,Sim            ,124411,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Delegado Edson Moreira,PTN       ,MG,Sim            ,178893,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Soraya Santos,PMDB      ,RJ,Sim            ,178946,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jandira Feghali,PCdoB     ,RJ,Sim            ,74848,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Adelson Barreto,PTB       ,SE,Sim            ,178968,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Newton Cardoso Jr,PMDB      ,MG,Sim            ,178896,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pauderney Avelino,DEM       ,AM,Sim            ,74095,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Raquel Muniz,PSC       ,MG,Sim            ,178998,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jose Stédile,PSB       ,RS,Sim            ,160607,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Tiririca,PR        ,SP,Sim            ,160976,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pr. Marco Feliciano,PSC       ,SP,Sim            ,160601,-,-
