Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Luciana Santos,PCdoB     ,PE,Sim            ,160628,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Eduardo Cunha,PMDB      ,RJ,Art. 17        ,74173,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Vander Loubet,PT        ,MS,Sim            ,74376,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Evair de Melo,PV        ,ES,Sim            ,178871,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Bacelar,PTN       ,BA,Sim            ,69871,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pedro Cunha Lima,PSDB      ,PB,Sim            ,178912,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Geovania de Sá,PSDB      ,SC,Obstrução      ,178966,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Roberto Sales,PRB       ,RJ,Sim            ,178944,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Angelim,PT        ,AC,Sim            ,178837,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Mauro Mariani,PMDB      ,SC,Sim            ,141507,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Caio Narcio,PSDB      ,MG,Sim            ,178891,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Nelson Meurer,PP        ,PR,Sim            ,73781,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Betinho Gomes,PSDB      ,PE,Sim            ,178915,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rossoni,PSDB      ,PR,Sim            ,178935,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Expedito Netto,Solidaried,RO,Não            ,178953,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rogério Rosso,PSD       ,DF,Sim            ,160426,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,JHC,Solidaried,AL,Sim            ,178842,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Osmar Terra,PMDB      ,RS,Sim            ,73692,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ságuas Moraes,PT        ,MT,Sim            ,160630,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Deley,PTB       ,RJ,Sim            ,74172,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Aluisio Mendes,PSDC      ,MA,Sim            ,178881,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ronaldo Carletto,PP        ,BA,Sim            ,178861,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Lúcio Vale,PR        ,PA,Sim            ,141484,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Aguinaldo Ribeiro,PP        ,PB,Sim            ,160527,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Átila Lins,PSD       ,AM,Sim            ,74090,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Júlio Delgado,PSB       ,MG,Sim            ,73586,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Gonzaga Patriota,PSB       ,PE,Sim            ,74419,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Zeca Dirceu,PT        ,PR,Sim            ,160592,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ronaldo Lessa,PDT       ,AL,Sim            ,178845,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcelo Belinati,PP        ,PR,Sim            ,178932,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Altineu Côrtes,PR        ,RJ,Sim            ,178937,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Fernando Coutinho,PSB       ,PE,Sim            ,178917,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Célio Silveira,PSDB      ,GO,Sim            ,178876,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Paulo Papa,PSDB      ,SP,Sim            ,178988,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Antônio Jácome,PMN       ,RN,Sim            ,178950,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Jorge Tadeu Mudalen,DEM       ,SP,Sim            ,73535,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcelo Squassoni,PRB       ,SP,Sim            ,118594,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Carlos Marun,PMDB      ,MS,Sim            ,178900,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marcelo Aro,PHS       ,MG,Sim            ,146788,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,José Guimarães,PT        ,CE,Sim            ,141470,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Felipe Bornier,PSD       ,RJ,Sim            ,141430,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Roberto Balestra,PP        ,GO,Sim            ,73674,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Sérgio Reis,PRB       ,SP,Sim            ,178991,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Edmilson Rodrigues,PSOL      ,PA,Não            ,134812,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Macedo,PSL       ,CE,Sim            ,178867,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Juscelino Filho,PRP       ,MA,Sim            ,178886,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Roberto Britto,PP        ,BA,Sim            ,141529,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Antonio Brito,PTB       ,BA,Sim            ,160553,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Gabriel Guimarães,PT        ,MG,Sim            ,129037,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,João Arruda,PMDB      ,PR,Sim            ,160573,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Bebeto,PSB       ,BA,Sim            ,178834,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pedro Uczai,PT        ,SC,Sim            ,160604,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Afonso Motta,PDT       ,RS,Sim            ,178835,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ezequiel Teixeira,Solidaried,RJ,Sim            ,178941,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Carlos Henrique Gaguim,PMDB      ,TO,Sim            ,178993,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Mariana Carvalho,PSDB      ,RO,Sim            ,178956,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Zeca Cavalcanti,PTB       ,PE,Sim            ,178923,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pompeo de Mattos,PDT       ,RS,Sim            ,73486,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Adilton Sachetti,PSB       ,MT,Sim            ,178903,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Conceição Sampaio,PP        ,AM,Sim            ,178848,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Carmen Zanotto,PPS       ,SC,Sim            ,164360,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Pedro Fernandes,PTB       ,MA,Sim            ,74449,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Marco Maia,PT        ,RS,Sim            ,133373,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rodrigo Martins,PSB       ,PI,Sim            ,178926,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Beto Salame,PROS      ,PA,Sim            ,178906,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Carlos Manato,Solidaried,ES,Sim            ,74163,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Vitor Valim,PMDB      ,CE,Sim            ,178869,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Silvio Costa,PSC       ,PE,Sim            ,4930,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Fernando Jordão,PMDB      ,RJ,Sim            ,163831,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Mandetta,DEM       ,MS,Sim            ,160633,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Alfredo Kaefer,PSDB      ,PR,Sim            ,141454,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Hiran Gonçalves,PMN       ,RR,Sim            ,178959,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Afonso Hamm,PP        ,RS,Sim            ,136811,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Valtenir Pereira,PROS      ,MT,Sim            ,141552,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Evandro Gussi,PV        ,SP,Sim            ,178828,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Dilceu Sperafico,PP        ,PR,Sim            ,73768,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Domingos Neto,PROS      ,CE,Sim            ,143632,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Chico Alencar,PSOL      ,RJ,Não            ,74171,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Hildo Rocha,PMDB      ,MA,Sim            ,178884,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Clarissa Garotinho,PR        ,RJ,Não            ,178939,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Rosangela Gomes,PRB       ,RJ,Sim            ,178945,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Moema Gramacho,PT        ,BA,Não            ,178859,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Arnon Bezerra,PTB       ,CE,Sim            ,74291,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Elmar Nascimento,DEM       ,BA,Sim            ,178854,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Moses Rodrigues,PPS       ,CE,Sim            ,178997,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Ivan Valente,PSOL      ,SP,Não            ,73531,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Floriano Pesaro,PSDB      ,SP,Sim            ,178979,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Diego Garcia,PHS       ,PR,Sim            ,178929,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Takayama,PSC       ,PR,Sim            ,74385,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Nilson Leitão,PSDB      ,MT,Sim            ,166401,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Leandre,PV        ,PR,Sim            ,178832,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Misael Varella,DEM       ,MG,Sim            ,178895,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Professora Dorinha Seabra Rezende,DEM       ,TO,Sim            ,160639,-,-
2014,9909,REQ,26/2/2015,16:50,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,5453,Miro Teixeira,PROS      ,RJ,Não            ,74862,-,-
