Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Luiza Erundina,PSB       ,SP,Sim            ,74784,GOV.,Liberado       
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Hélio Leite,DEM       ,PA,Sim            ,178909,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Maria do Rosário,PT        ,RS,Sim            ,74398,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Odorico Monteiro,PT        ,CE,Sim            ,178868,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Carlos Gomes,PRB       ,RS,Sim            ,178962,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Wolney Queiroz,PDT       ,PE,Sim            ,74439,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Fabiano Horta,PT        ,RJ,Sim            ,146829,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Rubens Pereira Júnior,PCdoB     ,MA,Sim            ,178887,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Ricardo Tripoli,PSDB      ,SP,Não            ,141472,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Jozi Rocha,PTB       ,AP,Sim            ,178851,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Dr. Jorge Silva,PROS      ,ES,Sim            ,160643,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Roney Nemer,PMDB      ,DF,Sim            ,178870,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Dulce Miranda,PMDB      ,TO,Sim            ,178994,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Décio Lima,PT        ,SC,Sim            ,141413,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Adelmo Carneiro Leão,PT        ,MG,Sim            ,178890,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Eduardo Bolsonaro,PSC       ,SP,Sim            ,92346,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Luiz Carlos Hauly,PSDB      ,PR,Sim            ,73778,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Luiz Couto,PT        ,PB,Sim            ,74041,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Afonso Florence,PT        ,BA,Sim            ,160508,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Hugo Leal,PROS      ,RJ,Sim            ,141450,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Arthur Lira,PP        ,AL,Sim            ,160541,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Aelton Freitas,PR        ,MG,Sim            ,141372,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Jarbas Vasconcelos,PMDB      ,PE,Sim            ,131943,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Irmão Lazaro,PSC       ,BA,Sim            ,178855,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Elcione Barbalho,PMDB      ,PA,Sim            ,74075,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Alan Rick,PRB       ,AC,Sim            ,178836,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Odelmo Leão,PP        ,MG,Sim            ,74752,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Marcos Soares,PR        ,RJ,Sim            ,178943,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Felipe Maia,DEM       ,RN,Sim            ,141429,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,João Marcelo,PMDB      ,MA,Sim            ,112437,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Vanderlei Macris,PSDB      ,SP,Não            ,141553,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Remídio Monai,PR        ,RR,Sim            ,178960,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Roberto Góes,PDT       ,AP,Sim            ,178995,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Aliel Machado,PCdoB     ,PR,Sim            ,178927,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Francisco Chapadinha,PSD       ,PA,Sim            ,178907,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Fausto Pinato,PRB       ,SP,Sim            ,66828,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Leonardo Picciani,PMDB      ,RJ,Sim            ,74254,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Sérgio Moraes,PTB       ,RS,Sim            ,141542,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Jhonatan de Jesus,PRB       ,RR,Sim            ,160531,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Hugo Motta,PMDB      ,PB,Sim            ,160674,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Vicente Candido,PT        ,SP,Sim            ,160622,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Daniel Almeida,PCdoB     ,BA,Sim            ,74060,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Esperidião Amin,PP        ,SC,Sim            ,160649,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Cristiane Brasil,PTB       ,RJ,Sim            ,93472,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Enio Verri,PT        ,PR,Sim            ,132504,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Fábio Faria,PSD       ,RN,Sim            ,141428,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Delegado Waldir,PSDB      ,GO,Sim            ,164359,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Helder Salomão,PT        ,ES,Sim            ,178873,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Antonio Balhmann,PROS      ,CE,Sim            ,74213,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Nelson Marquezelli,PTB       ,SP,Sim            ,73553,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,José Reinaldo,PSB       ,MA,Sim            ,73714,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Valmir Prascidelli,PT        ,SP,Sim            ,113247,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Janete Capiberibe,PSB       ,AP,Sim            ,73926,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Assis Carvalho,PT        ,PI,Sim            ,159237,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Miguel Haddad,PSDB      ,SP,Não            ,178984,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Jovair Arantes,PTB       ,GO,Sim            ,73666,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Laercio Oliveira,Solidaried,SE,Sim            ,151208,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Rodrigo de Castro,PSDB      ,MG,Não            ,141531,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Márcio Marinho,PRB       ,BA,Sim            ,150418,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Cleber Verde,PRB       ,MA,Sim            ,141408,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Carlos Andrade,PHS       ,RR,Sim            ,178958,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Paulo Foletto,PSB       ,ES,Sim            ,160517,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Nilton Capixaba,PTB       ,RO,Sim            ,74359,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Fabio Garcia,PSB       ,MT,Sim            ,178905,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Rejane Dias,PT        ,PI,Sim            ,178925,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Rogério Marinho,PSDB      ,RN,Sim            ,141535,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Rodrigo Maia,DEM       ,RJ,Sim            ,74693,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Aureo,Solidaried,RJ,Sim            ,160512,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Leonardo Quintão,PMDB      ,MG,Sim            ,141482,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Mário Heringer,PDT       ,MG,Sim            ,74158,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Lelo Coimbra,PMDB      ,ES,Sim            ,141562,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Alice Portugal,PCdoB     ,BA,Sim            ,74057,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Marcos Rogério,PDT       ,RO,Sim            ,167722,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Alberto Fraga,DEM       ,DF,Sim            ,73579,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Celso Pansera,PMDB      ,RJ,Sim            ,72912,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,José Mentor,PT        ,SP,Sim            ,74275,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Marinaldo Rosendo,PSB       ,PE,Sim            ,178919,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Samuel Moreira,PSDB      ,SP,Não            ,178990,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Jerônimo Goergen,PP        ,RS,Sim            ,160570,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Ricardo Izar,PSD       ,SP,Sim            ,160655,-,-
2012,177,PLP,24/2/2015,18:43,SUBSTITUTIVO DA CFT,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 177 de 2012. Sim: 442; não: 22; abstenção: 02; total: 466.
,5450,Andres Sanchez,PT        ,SP,Sim            ,178974,-,-
