Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,663,MPV,12/5/2015,18:39,PROJETO DE LEI DE CONVERSÃO,Aprovado o Projeto de Lei de Conversão nº 5 de 2015  apresentado à Medida Provisória nº 663 de 2014  ressalvados os destaques. Sim: 299; não: 120; abstenção: 1; total: 420.,5526,Renzo Braz,PP        ,MG,Sim            ,160654,GOV.,Sim            
2014,663,MPV,12/5/2015,20:21,DVS - DEM - EMENDA Nº 11,Rejeitada a Emenda nº 11. Sim: 149; não: 285; total: 434.,5527,Renzo Braz,PP        ,MG,Não            ,160654,GOV.,Não            
