Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Cabuçu Borges,PMDB      ,AP,Não            ,105112,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Zeca Dirceu,PT        ,PR,Obstrução      ,160592,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Saraiva Felipe,PMDB      ,MG,Não            ,74762,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ronaldo Lessa,PDT       ,AL,Não            ,178845,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Altineu Côrtes,PR        ,RJ,Não            ,178937,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,João Fernando Coutinho,PSB       ,PE,Não            ,178917,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Rodrigo Pacheco,PMDB      ,MG,Sim            ,178897,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Célio Silveira,PSDB      ,GO,Não            ,178876,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,João Paulo Papa,PSDB      ,SP,Não            ,178988,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Eduardo Barbosa,PSDB      ,MG,Não            ,74655,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Simão Sessim,PP        ,RJ,Não            ,73424,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jorge Tadeu Mudalen,DEM       ,SP,Não            ,73535,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alex Manente,PPS       ,SP,Não            ,178972,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ricardo Teobaldo,PTB       ,PE,Sim            ,178920,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcelo Squassoni,PRB       ,SP,Obstrução      ,118594,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Carlos Marun,PMDB      ,MS,Não            ,178900,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcelo Aro,PHS       ,MG,Não            ,146788,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,José Guimarães,PT        ,CE,Obstrução      ,141470,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luiz Carlos Busato,PTB       ,RS,Não            ,141485,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Domingos Sávio,PSDB      ,MG,Não            ,160758,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Adail Carneiro,PHS       ,CE,Não            ,178864,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Roberto Balestra,PP        ,GO,Não            ,73674,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Juscelino Rezende Filho,PRP       ,MA,Obstrução      ,178886,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Baleia Rossi,PMDB      ,SP,Não            ,178975,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Roberto Britto,PP        ,BA,Não            ,141529,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Antonio Brito,PTB       ,BA,Não            ,160553,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Bebeto,PSB       ,BA,Sim            ,178834,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,André Figueiredo,PDT       ,CE,Não            ,133439,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Mauro Lopes,PMDB      ,MG,Não            ,74749,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Paulo Abi-Ackel,PSDB      ,MG,Não            ,141516,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Maurício Quintella Lessa,PR        ,AL,Não            ,74050,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Afonso Motta,PDT       ,RS,Não            ,178835,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ezequiel Teixeira,Solidaried,RJ,Não            ,178941,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jorge Côrte Real,PTB       ,PE,Não            ,160572,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Carlos Henrique Gaguim,PMDB      ,TO,Não            ,178993,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Mariana Carvalho,PSDB      ,RO,Não            ,178956,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Zeca Cavalcanti,PTB       ,PE,Sim            ,178923,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pompeo de Mattos,PDT       ,RS,Não            ,73486,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Adilton Sachetti,PSB       ,MT,Não            ,178903,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Conceição Sampaio,PP        ,AM,Não            ,178848,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Vinicius Carvalho,PRB       ,SP,Obstrução      ,141555,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Josué Bengtson,PTB       ,PA,Não            ,74351,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pedro Fernandes,PTB       ,MA,Não            ,74449,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marco Maia,PT        ,RS,Sim            ,133373,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Paulo Teixeira,PT        ,SP,Abstenção      ,141488,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Rodrigo Martins,PSB       ,PI,Não            ,178926,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Heuler Cruvinel,PSD       ,GO,Não            ,160596,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Carlos Manato,Solidaried,ES,Não            ,74163,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Vitor Valim,PMDB      ,CE,Sim            ,178869,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Silvio Costa,PSC       ,PE,Sim            ,4930,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Fernando Jordão,PMDB      ,RJ,Não            ,163831,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Mandetta,DEM       ,MS,Não            ,160633,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Zé Carlos,PT        ,MA,Sim            ,178889,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Afonso Hamm,PP        ,RS,Não            ,136811,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Evandro Gussi,PV        ,SP,Sim            ,178828,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,André Abdon,PRB       ,AP,Abstenção      ,178831,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Dilceu Sperafico,PP        ,PR,Não            ,73768,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Hildo Rocha,PMDB      ,MA,Não            ,178884,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marinha Raupp,PMDB      ,RO,Não            ,74177,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Rosangela Gomes,PRB       ,RJ,Obstrução      ,178945,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Arnon Bezerra,PTB       ,CE,Não            ,74291,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Elmar Nascimento,DEM       ,BA,Não            ,178854,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Moses Rodrigues,PPS       ,CE,Não            ,178997,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ivan Valente,PSOL      ,SP,Sim            ,73531,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Paulo Pimenta,PT        ,RS,Obstrução      ,74400,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Diego Garcia,PHS       ,PR,Não            ,178929,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Takayama,PSC       ,PR,Não            ,74385,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Eros Biondini,PTB       ,MG,Não            ,160640,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Fernando Coelho Filho,PSB       ,PE,Não            ,141431,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Fabio Reis,PMDB      ,SE,Não            ,171623,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Misael Varella,DEM       ,MG,Não            ,178895,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Sergio Vidigal,PDT       ,ES,Não            ,178874,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Professora Dorinha Seabra Rezende,DEM       ,TO,Não            ,160639,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Miro Teixeira,PROS      ,RJ,Não            ,74862,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Lincoln Portela,PR        ,MG,Não            ,74585,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Wherles Rocha,PSDB      ,AC,Não            ,178840,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alceu Moreira,PMDB      ,RS,Não            ,160559,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Chico Lopes,PCdoB     ,CE,Abstenção      ,141440,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pedro Chaves,PMDB      ,GO,Não            ,74812,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,João Gualberto,PSDB      ,BA,Não            ,178856,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Júlio Cesar,PSD       ,PI,Não            ,74317,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luiz Lauro Filho,PSB       ,SP,Não            ,178982,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,César Messias,PSB       ,AC,Não            ,178838,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Júlia Marinho,PSC       ,PA,Não            ,67312,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marco Antônio Cabral,PMDB      ,RJ,Não            ,178942,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Paulo Freire,PR        ,SP,Não            ,160558,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Antonio Imbassahy,PSDB      ,BA,Não            ,160530,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Heitor Schuch,PSB       ,RS,Não            ,178964,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Silvio Torres,PSDB      ,SP,Não            ,73560,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Veneziano Vital do Rêgo,PMDB      ,PB,Não            ,178913,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Carlos Sampaio,PSDB      ,SP,Não            ,74262,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Beto Faro,PT        ,PA,Obstrução      ,141335,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Erika Kokay,PT        ,DF,Obstrução      ,160575,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Heráclito Fortes,PSB       ,PI,Não            ,97707,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Moroni Torgan,DEM       ,CE,Não            ,74457,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Carlos Melles,DEM       ,MG,Não            ,74651,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jair Bolsonaro,PP        ,RJ,Não            ,74847,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Sergio Souza,PMDB      ,PR,Não            ,178933,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ronaldo Nogueira,PTB       ,RS,Não            ,163321,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jean Wyllys,PSOL      ,RJ,Sim            ,160672,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Lucas Vergilio,Solidaried,GO,Não            ,178879,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Hissa Abrahão,PPS       ,AM,Não            ,178849,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Lucio Mosquini,PMDB      ,RO,Não            ,178954,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Tereza Cristina,PSB       ,MS,Não            ,178901,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Sebastião Oliveira,PR        ,PE,Sim            ,178921,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Lindomar Garçon,PMDB      ,RO,Não            ,141483,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Magda Mofatto,PR        ,GO,Não            ,166402,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Subtenente Gonzaga,PDT       ,MG,Não            ,177282,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Bruno Covas,PSDB      ,SP,Não            ,178976,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Benito Gama,PTB       ,BA,Não            ,74535,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Flaviano Melo,PMDB      ,AC,Não            ,141434,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcus Pestana,PSDB      ,MG,Não            ,159238,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ezequiel Fonseca,PP        ,MT,Não            ,178904,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alexandre Serfiotis,PSD       ,RJ,Não            ,178833,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Daniel Coelho,PSDB      ,PE,Não            ,178916,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Wilson Filho,PTB       ,PB,Não            ,160636,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Thiago Peixoto,PSD       ,GO,Não            ,160617,-,-
