Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Bonifácio de Andrada,PSDB      ,MG,Não            ,74650,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Abel Salvador Mesquita Junior,PDT       ,RR,Não            ,178957,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Kaio Maniçoba,PHS       ,PE,Não            ,178918,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Tenente Lúcio,PSB       ,MG,Não            ,178898,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Sandro Alex,PPS       ,PR,Não            ,160621,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Maria Helena,PSB       ,RR,Não            ,64960,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luis Carlos Heinze,PP        ,RS,Não            ,73483,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Cabo Sabino,PR        ,CE,Não            ,178865,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Sergio Zveiter,PSD       ,RJ,Não            ,160612,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Rômulo Gouveia,PSD       ,PB,Não            ,141536,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Flávia Morais,PDT       ,GO,Não            ,160598,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Márcio Biolchi,PMDB      ,RS,Não            ,179001,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pedro Vilela,PSDB      ,AL,Não            ,178844,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,José Rocha,PR        ,BA,Não            ,74554,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Celso Russomanno,PRB       ,SP,Obstrução      ,73441,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Bilac Pinto,PR        ,MG,Não            ,141513,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Cícero Almeida,PRTB      ,AL,Sim            ,178841,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Andre Moura,PSC       ,SE,Não            ,160543,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Julião Amin Castro,PDT       ,MA,Abstenção      ,141474,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Walter Ihoshi,PSD       ,SP,Não            ,141560,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Antonio Carlos Mendes Thame,PSDB      ,SP,Não            ,73584,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Lobbe Neto,PSDB      ,SP,Não            ,74277,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcelo Aguiar,DEM       ,SP,Não            ,160660,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Delegado Edson Moreira,PTN       ,MG,Sim            ,178893,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Adalberto Cavalcanti,PTB       ,PE,Não            ,178914,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Soraya Santos,PMDB      ,RJ,Não            ,178946,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Gorete Pereira,PR        ,CE,Não            ,129618,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Adelson Barreto,PTB       ,SE,Não            ,178968,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Newton Cardoso Jr,PMDB      ,MG,Sim            ,178896,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alexandre Baldy,PSDB      ,GO,Não            ,178875,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Raquel Muniz,PSC       ,MG,Não            ,178998,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jose Stédile,PSB       ,RS,Não            ,160607,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Tiririca,PR        ,SP,Não            ,160976,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pr Marco Feliciano,PSC       ,SP,Não            ,160601,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Weliton Prado,PT        ,MG,Abstenção      ,160518,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alexandre Leite,DEM       ,SP,Não            ,160545,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Goulart,PSD       ,SP,Não            ,178980,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Darcísio Perondi,PMDB      ,RS,Não            ,73891,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Pastor Eurico,PSB       ,PE,Não            ,160642,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Professor Victório Galli,PSC       ,MT,Não            ,148134,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Iracema Portella,PP        ,PI,Não            ,67138,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Danilo Forte,PMDB      ,CE,Não            ,62881,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Paulo Azi,DEM       ,BA,Não            ,178860,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Zenaide Maia,PR        ,RN,Sim            ,178949,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Waldir Maranhão,PP        ,MA,Não            ,141558,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jony Marcos,PRB       ,SE,Obstrução      ,178971,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Glauber Braga,PSB       ,RJ,Não            ,152605,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Dagoberto,PDT       ,MS,Não            ,141411,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Silas Câmara,PSD       ,AM,Não            ,74356,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jéssica Sales,PMDB      ,AC,Não            ,178839,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Major Olimpio Gomes,PDT       ,SP,Não            ,178826,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Valdir Colatto,PMDB      ,SC,Não            ,74010,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luciano Ducci,PSB       ,PR,Não            ,178931,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Valadares Filho,PSB       ,SE,Não            ,141384,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Julio Lopes,PP        ,RJ,Não            ,74253,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Celso Maldaner,PMDB      ,SC,Não            ,141405,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jorge Solla,PT        ,BA,Obstrução      ,178857,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Fábio Sousa,PSDB      ,GO,Não            ,178877,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jutahy Junior,PSDB      ,BA,Não            ,74570,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Toninho Wandscheer,PT        ,PR,Sim            ,178934,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Valmir Assunção,PT        ,BA,Obstrução      ,160610,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Nilson Pinto,PSDB      ,PA,Não            ,74352,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Anderson Ferreira,PR        ,PE,Não            ,160551,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Tadeu Alencar,PSB       ,PE,Não            ,178922,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luizianne Lins,PT        ,CE,Obstrução      ,178866,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Nelson Marchezan Junior,PSDB      ,RS,Não            ,160567,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Dr. João,PR        ,RJ,Não            ,178940,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcos Rotta,PMDB      ,AM,Não            ,178850,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Augusto Carvalho,Solidaried,DF,Não            ,73655,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Capitão Augusto,PR        ,SP,Não            ,178829,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Luiz Cláudio,PR        ,RO,Não            ,178955,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Alexandre Valle,PRP       ,RJ,Obstrução      ,178936,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Ronaldo Martins,PRB       ,CE,Obstrução      ,122466,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Vitor Lippi,PSDB      ,SP,Não            ,178992,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Jefferson Campos,PSD       ,SP,Não            ,74273,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Arthur Virgílio Bisneto,PSDB      ,AM,Não            ,178847,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Marcos Abrão,PPS       ,GO,Não            ,178880,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Uldurico Junior,PTC       ,BA,Obstrução      ,178863,-,-
2013,352,PEC,3/2/2015,22:04,REQUERIMENTO DE RETIRADA DE PAUTA,Rejeitado o Requerimento. Sim: 22; não: 246; abstenção: 6; total: 274.,5436,Eliziane Gama,PPS       ,MA,Não            ,178883,-,-
