Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Luiza Erundina,PSB       ,SP,Obstrução      ,74784,GOV.,Sim            
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Roberto Alves,PRB       ,SP,Sim            ,152610,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Lázaro Botelho,PP        ,TO,Sim            ,141480,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Sérgio Brito,PSD       ,BA,Sim            ,73808,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Osmar Serraglio,PMDB      ,PR,Sim            ,73463,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Bruno Araújo,PSDB      ,PE,Obstrução      ,141394,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Capitão Fábio Abreu,PTB       ,PI,Sim            ,178924,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Cacá Leão,PP        ,BA,Sim            ,93083,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Dimas Fabiano,PP        ,MG,Sim            ,160599,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Chico D Angelo,PT        ,RJ,Sim            ,141439,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Hélio Leite,DEM       ,PA,Abstenção      ,178909,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Maria do Rosário,PT        ,RS,Sim            ,74398,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015  de mesmo teor).,5457,Odorico Monteiro,PT        ,CE,Sim            ,178868,-,-
2013,7492,REQ,3/3/2015,17:38,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
