Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Dulce Miranda,PMDB      ,TO,Sim            ,178994,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Adelmo Carneiro Leão,PT        ,MG,Não            ,178890,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Eduardo Bolsonaro,PSC       ,SP,Sim            ,92346,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Luiz Carlos Hauly,PSDB      ,PR,Sim            ,73778,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Luiz Couto,PT        ,PB,Não            ,74041,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Irmão Lazaro,PSC       ,BA,Sim            ,178855,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Alan Rick,PRB       ,AC,Sim            ,178836,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Alessandro Molon,PT        ,RJ,Não            ,160511,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Felipe Maia,DEM       ,RN,Sim            ,141429,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,João Marcelo Souza,PMDB      ,MA,Sim            ,112437,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Vanderlei Macris,PSDB      ,SP,Não            ,141553,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Remídio Monai,PR        ,RR,Sim            ,178960,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Francisco Chapadinha,PSD       ,PA,Abstenção      ,178907,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Fausto Pinato,PRB       ,SP,Sim            ,66828,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Jhonatan de Jesus,PRB       ,RR,Sim            ,160531,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Vicente Candido,PT        ,SP,Não            ,160622,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Cristiane Brasil,PTB       ,RJ,Sim            ,93472,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Enio Verri,PT        ,PR,Não            ,132504,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Fábio Faria,PSD       ,RN,Sim            ,141428,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Delegado Waldir,PSDB      ,GO,Sim            ,164359,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Helder Salomão,PT        ,ES,Não            ,178873,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Antonio Balhmann,PROS      ,CE,Sim            ,74213,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Nelson Marquezelli,PTB       ,SP,Sim            ,73553,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,José Reinaldo,PSB       ,MA,Sim            ,73714,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Janete Capiberibe,PSB       ,AP,Não            ,73926,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Assis Carvalho,PT        ,PI,Não            ,159237,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Miguel Haddad,PSDB      ,SP,Sim            ,178984,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Rodrigo de Castro,PSDB      ,MG,Sim            ,141531,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Márcio Marinho,PRB       ,BA,Sim            ,150418,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Carlos Andrade,PHS       ,RR,Sim            ,178958,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Paulo Foletto,PSB       ,ES,Não            ,160517,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Nilton Capixaba,PTB       ,RO,Sim            ,74359,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Fabio Garcia,PSB       ,MT,Sim            ,178905,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,João Campos,PSDB      ,GO,Sim            ,74366,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Rogério Marinho,PSDB      ,RN,Sim            ,141535,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Aureo,Solidaried,RJ,Sim            ,160512,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Mário Heringer,PDT       ,MG,Não            ,74158,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Lelo Coimbra,PMDB      ,ES,Sim            ,141562,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Alice Portugal,PCdoB     ,BA,Não            ,74057,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Marcos Rogério,PDT       ,RO,Sim            ,167722,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Alberto Fraga,DEM       ,DF,Sim            ,73579,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Wladimir Costa,Solidaried,PA,Sim            ,73930,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,José Mentor,PT        ,SP,Não            ,74275,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Marinaldo Rosendo,PSB       ,PE,Sim            ,178919,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Samuel Moreira,PSDB      ,SP,Sim            ,178990,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Jerônimo Goergen,PP        ,RS,Sim            ,160570,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Ricardo Izar,PSD       ,SP,Sim            ,160655,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Andres Sanchez,PT        ,SP,Não            ,178974,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Max Filho,PSDB      ,ES,Sim            ,178827,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Laudivio Carvalho,PMDB      ,MG,Sim            ,178894,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Caetano,PT        ,BA,Não            ,178853,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Arnaldo Faria de Sá,PTB       ,SP,Não            ,73434,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Cesar Souza,PSD       ,SC,Sim            ,73720,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Flavinho,PSB       ,SP,Sim            ,178978,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Vicentinho,PT        ,SP,Não            ,74283,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Delegado Éder Mauro,PSD       ,PA,Sim            ,178908,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Leopoldo Meyer,PSB       ,PR,Não            ,160663,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Jorge Boeira,PP        ,SC,Sim            ,74388,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,José Airton Cirilo,PT        ,CE,Não            ,141464,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Joaquim Passarinho,PSD       ,PA,Sim            ,178910,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Professora Marcivania,PT        ,AP,Não            ,160641,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Zé Silva,Solidaried,MG,Sim            ,160632,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Leo de Brito,PT        ,AC,Não            ,178825,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Victor Mendes,PV        ,MA,Sim            ,178888,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Edmar Arruda,PSC       ,PR,Não            ,160578,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Herculano Passos,PSD       ,SP,Sim            ,178981,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Gilberto Nascimento,PSC       ,SP,Não            ,74270,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Evandro Rogerio Roman,PSD       ,PR,Sim            ,178930,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Milton Monti,PR        ,SP,Sim            ,74787,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Luiz Carlos Ramos,PSDC      ,RJ,Sim            ,178802,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Covatti Filho,PP        ,RS,Sim            ,178963,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Marcos Reategui,PSC       ,AP,Sim            ,178852,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Izalci,PSDB      ,DF,Sim            ,4931,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Henrique Fontana,PT        ,RS,Não            ,73482,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Josi Nunes,PMDB      ,TO,Sim            ,114941,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Eduardo Cury,PSDB      ,SP,Sim            ,178977,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Átila Lira,PSB       ,PI,Não            ,74459,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Christiane de Souza Yared,PTN       ,PR,Não            ,178928,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Eduardo Cunha,PMDB      ,RJ,Art. 17        ,74173,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Vander Loubet,PT        ,MS,Não            ,74376,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Evair de Melo,PV        ,ES,Sim            ,178871,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Bacelar,PTN       ,BA,Não            ,69871,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Marcos Montes,PSD       ,MG,Sim            ,141500,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Pedro Cunha Lima,PSDB      ,PB,Sim            ,178912,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Roberto Sales,PRB       ,RJ,Sim            ,178944,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Angelim,PT        ,AC,Não            ,178837,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Mauro Mariani,PMDB      ,SC,Sim            ,141507,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Caio Narcio,PSDB      ,MG,Sim            ,178891,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Nelson Meurer,PP        ,PR,Não            ,73781,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Betinho Gomes,PSDB      ,PE,Não            ,178915,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Waldenor Pereira,PT        ,BA,Não            ,160569,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Raimundo Gomes de Matos,PSDB      ,CE,Sim            ,74216,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Expedito Netto,Solidaried,RO,Sim            ,178953,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Paulo Feijó,PR        ,RJ,Sim            ,74017,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Fábio Ramalho,PV        ,MG,Obstrução      ,141427,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,JHC,Solidaried,AL,Sim            ,178842,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Miguel Lombardi,PR        ,SP,Sim            ,178985,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Osmar Terra,PMDB      ,RS,Sim            ,73692,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Mário Negromonte Jr.,PP        ,BA,Sim            ,178858,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Giuseppe Vecci,PSDB      ,GO,Sim            ,178878,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Ságuas Moraes,PT        ,MT,Não            ,160630,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Carlos Zarattini,PT        ,SP,Não            ,141398,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Sóstenes Cavalcante,PSD       ,RJ,Sim            ,178947,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Deley,PTB       ,RJ,Não            ,74172,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Aluisio Mendes,PSDC      ,MA,Sim            ,178881,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Ronaldo Carletto,PP        ,BA,Sim            ,178861,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Lúcio Vale,PR        ,PA,Sim            ,141484,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Fábio Mitidieri,PSD       ,SE,Não            ,178969,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,José Nunes,PSD       ,BA,Sim            ,160619,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Cabuçu Borges,PMDB      ,AP,Sim            ,105112,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Rubens Bueno,PPS       ,PR,Não            ,73466,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Júlio Delgado,PSB       ,MG,Não            ,73586,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Gonzaga Patriota,PSB       ,PE,Não            ,74419,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Saraiva Felipe,PMDB      ,MG,Sim            ,74762,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Ronaldo Lessa,PDT       ,AL,Sim            ,178845,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Marcelo Belinati,PP        ,PR,Sim            ,178932,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Altineu Côrtes,PR        ,RJ,Sim            ,178937,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,João Fernando Coutinho,PSB       ,PE,Não            ,178917,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Rodrigo Pacheco,PMDB      ,MG,Sim            ,178897,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Célio Silveira,PSDB      ,GO,Sim            ,178876,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,João Paulo Papa,PSDB      ,SP,Sim            ,178988,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Antônio Jácome,PMN       ,RN,Sim            ,178950,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Eduardo Barbosa,PSDB      ,MG,Não            ,74655,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Jorge Tadeu Mudalen,DEM       ,SP,Sim            ,73535,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Alex Manente,PPS       ,SP,Não            ,178972,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Paulo Magalhães,PSD       ,BA,Não            ,74574,-,-
2015,1118,REQ,24/3/2015,18:56,REQ. DE URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7885/2014,,5477,Ricardo Teobaldo,PTB       ,PE,Sim            ,178920,-,-
