Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2014,661,MPV,9/4/2015,16:33,RECURSO AOS ARTS. 3º  4º  5º E 8º,Aprovado o Recurso. Sim: 209; não: 107; total: 316. Em consequência  os referidos arts. 3º  4º  5º e 8º voltam a integrar Projeto de Lei de Conversão nº 2/2015.,5495,Renato Molling,PP        ,RS,Sim            ,141527,GOV.,Sim            
2014,661,MPV,9/4/2015,18:01,DVS - PSDB - EMENDA Nº 60,Aprovada a Emenda nº 60. Sim: 298; não: 95; abstenção:4; total: 397 (votação nominal anunciada  de ofício  pela Presidência).,5495,Beto Mansur,PRB       ,SP,Sim            ,73437,GOV.,Não            
