"Dim_1","Dim_2","novo_nome","destaque_partido"
0.253382288038339,-0.094656275233041,"Genecias Noronha-s.part./CE","outros"
0.653944701841798,0.143999091275328,"Geovania de Sá-psdb/SC","psdb"
-0.113468462925005,-0.297959262901688,"Geraldo Resende-pmdb/MS","pmdb"
-0.0720021568386725,-0.191441814689481,"Giacobo-pr/PR","outros"
0.574146477530468,0.101922936902622,"Gilberto Nascimento-psc/SP","outros"
-0.111396951349791,-0.0488653759207832,"Giovani Cherini-pdt/RS","outros"
0.722623607196095,0.0445282148039022,"Giuseppe Vecci-psdb/GO","psdb"
-0.302971832368198,-0.0602974231203809,"Givaldo Carimbão-s.part./AL","outros"
-0.613159319701262,0.234839637442901,"Givaldo Vieira-pt/ES","pt"
0.023618175795783,0.850761813127213,"Glauber Braga-s.part./RJ","outros"
0.266580265974055,0.186771886744291,"Gonzaga Patriota-psb/PE","outros"
-0.11718941369808,-0.270604003740991,"Gorete Pereira-pr/CE","outros"
-0.105119692069102,-0.318484596630045,"Goulart-psd/SP","outros"
-0.02811470350013,-0.30467735791328,"Guilherme Mussi-pp/SP","outros"
0.243842968304874,0.358578081349883,"Heitor Schuch-psb/RS","outros"
-0.6662080623879,0.341499742574359,"Helder Salomão-pt/ES","pt"
0.684264037608244,0.0523285472597002,"Hélio Leite-dem/PA","outros"
-0.716841591508003,0.405481717165538,"Henrique Fontana-pt/RS","pt"
0.357770571267123,0.0562379656588929,"Heráclito Fortes-psb/PI","outros"
-0.255205105251863,-0.179587054269577,"Herculano Passos-psd/SP","outros"
0.230930031559792,-0.103998272780346,"Hermes Parcianello-pmdb/PR","pmdb"
-0.00343328671331639,-0.255482125874569,"Heuler Cruvinel-psd/GO","outros"
-0.0638915708674786,-0.346727264505889,"Hildo Rocha-pmdb/MA","pmdb"
-0.303185732877227,-0.134041294394967,"Hiran Gonçalves-pmn/RR","outros"
0.462166475346973,0.514603909417614,"Hissa Abrahão-pps/AM","outros"
-0.331176728444295,-0.125607751834407,"Hugo Leal-pros/RJ","outros"
-5.00246947916558e-05,-0.00245975067001532,"Hugo Leal-psc/RJ","outros"
-0.0706578067558861,-0.317671736181667,"Hugo Motta-pmdb/PB","pmdb"
-0.110851474513027,-0.274242677005102,"Indio da Costa-psd/RJ","outros"
-0.0587162102416204,-0.24117452345426,"Iracema Portella-pp/PI","outros"
-0.0542012997819599,-0.229027920152539,"Irajá Abreu-psd/TO","outros"
0.223715291273738,-0.0210118020993149,"Irmão Lazaro-psc/BA","outros"
-0.0473704314002004,0.963002277222418,"Ivan Valente-psol/SP","psol"
0.640677385084772,0.0106635213084077,"Izalci-s.part./DF","outros"
0.0065640958632831,-0.189739912356772,"Jaime Martins-s.part./MG","outros"
0.708420609140812,0.0897692698710814,"Jair Bolsonaro-pp/RJ","outros"
-0.561727782800666,0.548864210263756,"Jandira Feghali-pcdob/RJ","outros"
-0.0419787438100195,0.246248936591416,"Janete Capiberibe-psb/AP","outros"
0.475262164392988,0.316639254146643,"Jarbas Vasconcelos-pmdb/PE","pmdb"
0.0351172378085398,0.856072255189663,"Jean Wyllys-psol/RJ","psol"
0.324272254269019,-0.043072620095658,"Jefferson Campos-psd/SP","outros"
