"Dim.1","Dim.2","nome","partido","uf","id_dep","destaque_partido"
0.0917653835358885,0.0234483480572897,"Abel Mesquita Jr.","dem","RR","178957","outros"
-0.252490460196625,-0.259858848287431,"Adail Carneiro","phs","CE","178864","outros"
-0.0537655368046202,-0.168171672847009,"Adalberto Cavalcanti","ptb","PE","178914","outros"
-0.668785837746026,0.463740464726836,"Adelmo Carneiro Leão","pt","MG","178890","pt"
0.266663156523787,-0.0449349201244941,"Adelson Barreto","pr","SE","178968","outros"
0.223009191840294,0.0731790276817965,"Ademir Camilo","ptn","MG","133374","outros"
0.415850696450451,-0.080312191537136,"Adilton Sachetti","psb","MT","178903","outros"
-0.395682079049668,-0.316486858592549,"Aelton Freitas","pr","MG","141372","outros"
-0.685508593791019,0.415995857847012,"Afonso Florence","pt","BA","160508","pt"
0.562279405959587,0.138967354125631,"Afonso Hamm","pp","RS","136811","outros"
-0.237673143227286,0.122162407878651,"Afonso Motta","pdt","RS","178835","outros"
-0.398362895233506,-0.136852080297052,"Aguinaldo Ribeiro","pp","PB","160527","outros"
-0.0931310986551348,-0.0955819486581725,"Alan Rick","prb","AC","178836","outros"
-0.192572501167155,-0.306664700188158,"Alberto Filho","pmdb","MA","160582","pmdb"
0.756401920536879,-0.0401556937820968,"Alberto Fraga","dem","DF"," 73579","outros"
0.291763179420373,-0.157668653297185,"Alceu Moreira","pmdb","RS","160559","pmdb"
-0.477126276574538,0.593447996294655,"Alessandro Molon","rede","RJ","160511","outros"
0.432342710618928,0.00209053909309537,"Alexandre Baldy","ptn","GO","178875","outros"
0.623693885037974,-0.0603537365679309,"Alexandre Leite","dem","SP","160545","outros"
0.341949669845187,0.0319378382523553,"Alexandre Serfiotis","pmdb","RJ","178833","pmdb"
-0.261058043564489,-0.161878532990255,"Alexandre Valle","pr","RJ","178936","outros"
-0.085291291278405,-0.145865517684729,"Alex Canziani","ptb","PR"," 73458","outros"
0.68891918814804,0.265535294159746,"Alex Manente","pps","SP","178972","outros"
0.47074873574168,-0.0973800580091619,"Alfredo Kaefer","psl","PR","141454","outros"
-0.331235689805873,-0.12129826164336,"Alfredo Nascimento","pr","AM","178846","outros"
-0.558891566382478,0.566960042166122,"Alice Portugal","pcdob","BA"," 74057","outros"
-0.180209268080566,0.627134986803594,"Aliel Machado","rede","PR","178927","outros"
-0.253437444752049,-0.23990066210731,"Altineu Côrtes","pmdb","RJ","178937","pmdb"
-0.452555703394252,-0.149920899707247,"Aluisio Mendes","ptn","MA","178881","outros"
-0.597654816093307,0.36371212301207,"Ana Perugini","pt","SP","178973","pt"
-0.268929312560048,-0.260604432464797,"Anderson Ferreira","pr","PE","160551","outros"
-0.385603479796911,-0.17612494599829,"André Abdon","pp","AP","178831","outros"
-0.15839248483657,0.153498255127966,"André Figueiredo","pdt","CE","133439","outros"
-0.175802649892648,-0.326647763358874,"André Fufuca","pp","MA","178882","outros"
0.0989388282408715,-0.139451553286856,"Andre Moura","psc","SE","160543","outros"
-0.643214069010363,0.274599949783668,"Andres Sanchez","pt","SP","178974","pt"
-0.0432138852969032,-0.0132327278169085,"Angela Albino","pcdob","SC","192120","outros"
-0.641031566522795,0.387277706690593,"Angelim","pt","AC","178837","pt"
-0.194361787840868,-0.237440135838637,"Aníbal Gomes","pmdb","CE"," 74212","pmdb"
-0.163610324630932,-0.100819367187421,"Antonio Balhmann","pros","CE"," 74213","outros"
-0.122276442612102,-0.149747452969643,"Antonio Brito","psd","BA","160553","outros"
-0.391761764527283,-0.211176031012231,"Antonio Bulhões","prb","SP","141383","outros"
0.232037523544108,-0.0339875385209103,"Antonio Carlos Mendes Thame","pv","SP"," 73584","outros"
0.613404630820754,-0.0434694772559313,"Antonio Imbassahy","psdb","BA","160530","outros"
0.266158428716751,0.0870333345418795,"Antônio Jácome","ptn","RN","178950","outros"
-0.0984821698909226,-0.0311725067276815,"Ariosto Holanda","pdt","CE"," 74103","outros"
-0.599512321675533,0.270131218703049,"Arlindo Chinaglia","pt","SP"," 73433","pt"
0.594556355495714,0.198491479030196,"Arnaldo Faria de Sá","ptb","SP"," 73434","outros"
0.315560037909305,0.506008854106654,"Arnaldo Jordy","pps","PA","160602","outros"
-0.250296840598256,-0.306239182629233,"Arnon Bezerra","ptb","CE"," 74291","outros"
