"Dim.1";"Dim.2";"nome";"partido";"uf"
-0,267334690822761;-0,109445228529744;"Hiran Gonçalves";"pmn";"RR"
0,496837492587288;0,495229800867371;"Hissa Abrahão";"pps";"AM"
-0,349189478415439;-0,117507465336237;"Hugo Leal";"pros";"RJ"
-0,000106939837952041;-0,00238680557299903;"Hugo Leal";"psc";"RJ"
-0,0836895032661432;-0,305984164542022;"Hugo Motta";"pmdb";"PB"
-0,111705849918474;-0,268854225423022;"Indio da Costa";"psd";"RJ"
-0,071610152747557;-0,235920550386382;"Iracema Portella";"pp";"PI"
-0,0681023525744067;-0,225096103335712;"Irajá Abreu";"psd";"TO"
0,191124191182413;-0,0310368657095249;"Irmão Lazaro";"psc";"BA"
0,0111304412625518;1,0003139910309;"Ivan Valente";"psol";"SP"
0,645830650057165;-0,00656100169835311;"Izalci";"s.part.";"DF"
0,00733447232410482;-0,146211296964102;"Jaime Martins";"s.part.";"MG"
0,724165512644153;0,0798728506601939;"Jair Bolsonaro";"pp";"RJ"
-0,555328403374188;0,544252411261261;"Jandira Feghali";"pcdob";"RJ"
0,000115543533664297;0,25768212205429;"Janete Capiberibe";"psb";"AP"
0,519143903882648;0,313731511941777;"Jarbas Vasconcelos";"pmdb";"PE"
0,0789905472367271;0,891245425895686;"Jean Wyllys";"psol";"RJ"
0,304629166281044;-0,0541942665157585;"Jefferson Campos";"psd";"SP"
0,668928479458527;0,0331521757444737;"Jerônimo Goergen";"pp";"RS"
-0,0452382183435555;-0,28313499934973;"Jéssica Sales";"pmdb";"AC"
0,0399842916427122;0,022767678452556;"JHC";"psb";"AL"
0,281145958733116;0,262624489600251;"JHC";"solidaried";"AL"
-0,159561452037444;-0,160863162168927;"Jhonatan de Jesus";"prb";"RR"
-0,157623463102438;0,0696015033438525;"João Arruda";"pmdb";"PR"
0,613392048162292;0,134721976431751;"João Campos";"psdb";"GO"
-0,179592544116373;-0,21103222472083;"João Carlos Bacelar";"pr";"BA"
0,589608029234722;0,0333036179641674;"João Castelo";"psdb";"MA"
-0,701860772290469;0,39137545528086;"João Daniel";"pt";"SE"
-0,22568046759405;0,637850255936107;"João Derly";"s.part.";"RS"
0,245157054528002;0,225094621173397;"João Fernando Coutinho";"psb";"PE"
0,631401252030715;-0,0198289632118488;"João Gualberto";"psdb";"BA"
-0,330784770311505;-0,233296426139342;"João Marcelo Souza";"pmdb";"MA"
0,67077228652802;0,100198445238469;"João Paulo Papa";"psdb";"SP"
0,285466126451334;-0,179230146591201;"João Rodrigues";"psd";"SC"
-0,0535377421630911;-0,24775316677955;"Joaquim Passarinho";"psd";"PA"
-0,584836971827517;0,506806935970198;"Jô Moraes";"pcdob";"MG"
-0,383185147604399;-0,102723221777672;"Jony Marcos";"prb";"SE"
0,223949563474231;0,119288691892458;"Jorge Boeira";"pp";"SC"
0,000250640245200134;0,00559407556171649;"Jorge Boeira";"psd";"SC"
-0,161263246587159;-0,277744774995519;"Jorge Côrte Real";"ptb";"PE"
-0,558692481515249;0,323142485994159;"Jorge Solla";"pt";"BA"
0,444864616601187;-0,0751805209646518;"Jorge Tadeu Mudalen";"dem";"SP"
-0,114793729428827;-0,257452396762668;"Jorginho Mello";"s.part.";"SC"
-0,606892393105548;0,21900830317607;"José Airton Cirilo";"pt";"CE"
0,469372541394883;-0,00270136724543073;"José Carlos Aleluia";"dem";"BA"
-0,142710727224697;-0,326968017740026;"José Carlos Araújo";"psd";"BA"
-0,129311610738015;0,209622064507755;"José Fogaça";"pmdb";"RS"
-0,580914098814929;0,0789394445199229;"José Guimarães";"pt";"CE"
-0,136483509791184;-0,00974422145151146;"José Maia Filho";"solidaried";"PI"
-0,628696018600251;0,221351194064076;"José Mentor";"pt";"SP"
-0,211710353052918;-0,294570461468981;"José Nunes";"psd";"BA"
0,300754046697526;0,0071232808186465;"José Otávio Germano";"pp";"RS"
-0,186648022029948;-0,280778468908187;"José Priante";"pmdb";"PA"
0,178165708101995;-0,197020223191827;"José Reinaldo";"psb";"MA"
-0,373537460160403;-0,246692409532907;"José Rocha";"pr";"BA"
0,280411955512523;0,509556160498637;"Jose Stédile";"psb";"RS"
-0,201681789417778;-0,208666357864633;"Josi Nunes";"pmdb";"TO"
-0,0137421829159044;-0,229985241435781;"Josué Bengtson";"ptb";"PA"
-0,157179028622619;-0,350885836266439;"Jovair Arantes";"ptb";"GO"
-0,111856814053739;-0,261797441608305;"Jozi Rocha";"ptb";"AP"
0,407381523147884;-0,0517041168091628;"Júlia Marinho";"psc";"PA"
-0,182121779665297;-0,290254593204849;"Júlio Cesar";"psd";"PI"
0,228802287963364;0,155293056782561;"Júlio Delgado";"psb";"MG"
0,0758971394200066;-0,293629854575867;"Julio Lopes";"pp";"RJ"
-0,0371799627292873;-0,155920590707269;"Junior Marreca";"pen";"MA"
-0,140890495545003;-0,271636003698985;"Juscelino Filho";"prp";"MA"
0,527312158316354;0,0378422797467786;"Jutahy Junior";"psdb";"BA"
-0,0368840727526706;-0,203733982329393;"Kaio Maniçoba";"phs";"PE"
0,228609819785065;0,0684799817223833;"Keiko Ota";"psb";"SP"
0,264039097644831;-0,0202258631060492;"Laercio Oliveira";"solidaried";"SE"
-0,223654611437807;-0,25676558339992;"Laerte Bessa";"pr";"DF"
-0,0572370738798101;-0,268763830616687;"Laudivio Carvalho";"pmdb";"MG"
-0,26784438963973;-0,359195172937038;"Lázaro Botelho";"pp";"TO"
0,4943233915661;0,347685335077054;"Leandre";"pv";"PR"
-0,112526734581605;-0,0400121037904471;"Lelo Coimbra";"pmdb";"ES"
-0,637362210904085;0,266392653845628;"Leo de Brito";"pt";"AC"
-0,528077825849216;0,32218514007155;"Leonardo Monteiro";"pt";"MG"
-0,249796443661004;-0,354076510659419;"Leonardo Picciani";"pmdb";"RJ"
-0,100899294576892;-0,308155376789899;"Leonardo Quintão";"pmdb";"MG"
-0,385251737870576;-0,0542198471901296;"Leônidas Cristino";"pros";"CE"
0,259701135237415;0,25065451287436;"Leopoldo Meyer";"psb";"PR"
-0,200041910607096;-0,0883356915125543;"Lincoln Portela";"pr";"MG"
-0,210556391993289;-0,331531287100586;"Lindomar Garçon";"pmdb";"RO"
0,687473571806464;0,140347249782477;"Lobbe Neto";"psdb";"SP"
0,6554834989792;0,0302659243374449;"Lucas Vergilio";"solidaried";"GO"
-0,53384763455855;0,435913799603701;"Luciana Santos";"pcdob";"PE"
0,332653198173483;0,162608728746836;"Luciano Ducci";"psb";"PR"
-0,213961764446737;-0,315639999466584;"Lucio Mosquini";"pmdb";"RO"
-0,351811567453134;-0,277402714937903;"Lúcio Vale";"pr";"PA"
0,0153557898672926;-0,297456536769842;"Lucio Vieira Lima";"pmdb";"BA"
0,728162225745801;0,0609425123255217;"Luis Carlos Heinze";"pp";"RS"
-0,221832339644415;-0,0949016621199824;"Luis Tibé";"ptdob";"MG"
-0,0257819323705117;0,554382872121853;"Luiza Erundina";"psb";"SP"
-0,253574945999295;-0,181759611782446;"Luiz Carlos Busato";"ptb";"RS"
0,595144102261172;0,12886205880471;"Luiz Carlos Hauly";"psdb";"PR"
-0,148977761881598;-0,220373164663466;"Luiz Carlos Ramos";"psdc";"RJ"
-0,302339231304829;-0,323688317983812;"Luiz Cláudio";"pr";"RO"
-0,728476872738334;0,47616707292493;"Luiz Couto";"pt";"PB"
-0,0924373531164417;-0,325357379032807;"Luiz Fernando Faria";"pp";"MG"
-0,381743860219498;0,366635337100408;"Luizianne Lins";"pt";"CE"
0,159636466525701;-0,107980767445166;"Luiz Lauro Filho";"psb";"SP"
-0,23532756342947;-0,342822662025162;"Luiz Nishimori";"s.part.";"PR"
-0,547190884293872;0,284069043419339;"Luiz Sérgio";"pt";"RJ"
-0,305986647885529;-0,0923653131747384;"Macedo";"psl";"CE"
-0,229547399817792;-0,262719994787818;"Magda Mofatto";"pr";"GO"
-0,0923857244889812;-0,0457230903391187;"Mainha";"solidaried";"PI"
0,0123182028212414;0,16671503563371;"Major Olimpio";"pdt";"SP"
0,65266299111005;0,145004183648962;"Mandetta";"dem";"MS"
-0,078971458045113;-0,295705927001341;"Manoel Junior";"pmdb";"PB"
0,45911379884555;0,0355622497028018;"Mara Gabrilli";"psdb";"SP"
0,423930662587595;-0,109822999393692;"Marcelo Aguiar";"s.part.";"SP"
-0,123468187664178;-0,0958006039865428;"Marcelo Álvaro Antônio";"prp";"MG"
-0,0553234610693107;-0,328726113511809;"Marcelo Aro";"phs";"MG"
0,514732742094156;0,485233595931059;"Marcelo Belinati";"pp";"PR"
-0,200111437238579;-0,0787104384075495;"Marcelo Castro";"pmdb";"PI"
-0,207105939386032;0,05371339543459;"Marcelo Matos";"pdt";"RJ"
-0,234688469828212;-0,211310352553528;"Marcelo Squassoni";"prb";"SP"
-0,313296600816874;-0,366157491979445;"Marcio Alvino";"pr";"SP"
-0,323391211004608;-0,190155351864664;"Márcio Marinho";"prb";"BA"
-0,522016901430899;0,251686218030757;"Marco Maia";"pt";"RS"
-0,614055789716071;0,378635061828402;"Marcon";"pt";"RS"
0,608790665843227;0,368065587501195;"Marcos Abrão";"pps";"GO"
-0,0606328817633216;-0,351973624379237;"Marcos Montes";"psd";"MG"
0,0726975097469832;0,0534296714366889;"Marcos Reategui";"psc";"AP"
0,00251127252491582;0,0994530941059484;"Marcos Rogério";"pdt";"RO"
-0,130285550686201;-0,37251218328888;"Marcos Rotta";"pmdb";"AM"
0,052336656244256;-0,0979474115563797;"Marcos Soares";"pr";"RJ"
0,672067841359261;0,013364587065274;"Marco Tebaldi";"psdb";"SC"
0,719610102378286;0,0773107001879264;"Marcus Pestana";"psdb";"MG"
0,123037494263081;-0,187796046860533;"Marcus Vicente";"pp";"ES"
-0,635710072907617;0,318058273967605;"Margarida Salomão";"pt";"MG"
-0,549993305579734;0,346537408575718;"Maria do Rosário";"pt";"RS"
0,115903914888166;0,202135446163892;"Maria Helena";"psb";"RR"
0,65129304055489;0,0665223151891887;"Mariana Carvalho";"psdb";"RO"
0,238660300863642;0,0445733179183557;"Marinaldo Rosendo";"psb";"PE"
-0,102967435193675;-0,079733704229327;"Marinha Raupp";"pmdb";"RO"
0,0406901984245246;0,00140563037819248;"Mário Heringer";"pdt";"MG"
-0,241396607030247;-0,320020216838692;"Mário Negromonte Jr.";"pp";"BA"
-0,22443944325116;-0,421153420665367;"Marquinho Mendes";"pmdb";"RJ"
0,0632617472018999;-0,218450656242522;"Marx Beltrão";"pmdb";"AL"
-0,215361776227921;-0,27842954912942;"Maurício Quintella Lessa";"pr";"AL"
-0,120767520469799;-0,34556575227392;"Mauro Lopes";"pmdb";"MG"
-0,124774223748047;-0,367939829516112;"Mauro Mariani";"pmdb";"SC"
-0,0339450715639067;-0,282746407637415;"Mauro Pereira";"pmdb";"RS"
