id_dep,nome,partido,uf,Cobrança.de.cursos.em.universidades.públicas,Coincidência.reeleição,Cota.para.mulheres.legislativo,Distritao,Financiamento.privado.para.partidos,Financiamento.privado.para.partidos.e.candidatos,Infaticídio.indígena,Maioridade.1,Maioridade.2,Pensão,Reeleição,Seguro.Desemprego,Tempo.Mandato,Terceirização,Terrorismo,Transgênico,Tributação.serviços.de.internet,Voto.Facultativo,Voto.impresso,Impeachment
133439,André Figueiredo,pdt,CE,não votou,não votou,sim,não,não,não,sim,não,não,não,sim,não,não votou,sim,sim,não votou,não votou,não votou,sim,não votou
134812,Edmilson Rodrigues,psol,PA,não,não,sim,não,obstrução,não,não,não,obstrução,não,sim,não,sim,não,não,não,não,não,sim,não
136811,Afonso Hamm,pp,RS,sim,sim,não,não,não,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim,sim
137070,Vicentinho Júnior,psb,TO,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim,não
137853,Wadson Ribeiro,pcdob,MG,não,não,sim,sim,não,não,não,não,não,sim,sim,sim,não,não,sim,não,não,não,sim,não votou
141335,Beto Faro,pt,PA,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim,não
141372,Aelton Freitas,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não
141383,Antonio Bulhões,prb,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não,sim,sim
141384,Valadares Filho,psb,SE,não,não votou,sim,não,sim,não,sim,não,sim,não,sim,não,não votou,não votou,sim,não,sim,não votou,sim,sim
141385,Duarte Nogueira,psdb,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
141389,Indio da Costa,psd,RJ,não votou,não,abstenção,não,sim,sim,sim,sim,sim,não votou,sim,sim,não,não votou,sim,sim,sim,sim,sim,sim
141394,Bruno Araújo,psdb,PE,sim,não,abstenção,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,não votou,sim,sim,sim,não,sim,sim
141398,Carlos Zarattini,pt,SP,sim,não,não votou,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,não votou,não
141401,Carlos Bezerra,pmdb,MT,sim,sim,sim,não,sim,sim,não votou,não,não,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim,sim
141405,Celso Maldaner,pmdb,SC,sim,sim,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim
141408,Cleber Verde,prb,MA,sim,não votou,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,sim,sim
141411,Dagoberto,pdt,MS,sim,sim,sim,não,não,não,sim,não,não,não,sim,não,sim,sim,sim,sim,não,não,sim,não
141413,Décio Lima,pt,SC,não,não,sim,não,não,não,não,não,não,não votou,sim,sim,sim,não,não votou,não,sim,não votou,sim,não
141417,Edio Lopes,pmdb,RR,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,não
141421,Eduardo da Fonte,pp,PE,não votou,não,sim,não votou,não votou,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou,sim
141422,Efraim Filho,dem,PB,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não,não,não,não,sim,não votou,sim,sim,sim,sim,sim
141427,Fábio Ramalho,pv,MG,sim,sim,não votou,sim,sim,sim,não,não,não,não votou,sim,sim,sim,sim,sim,não,sim,não,sim,sim
141428,Fábio Faria,psd,RN,sim,sim,sim,não,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
141429,Felipe Maia,dem,RN,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim,não votou,sim,sim,sim,sim,sim
141430,Felipe Bornier,psd,RJ,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,não,sim,sim,sim,sim,sim
141431,Fernando Coelho Filho,psb,PE,sim,sim,não,não,sim,sim,sim,não,não,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim
141434,Flaviano Melo,pmdb,AC,não votou,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não votou,sim,não votou,não,não votou,sim
141439,Chico D Angelo,pt,RJ,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim,não
141440,Chico Lopes,pcdob,CE,não,não,sim,sim,não,não,não,não,não,sim,sim,sim,não,não,sim,não,não,não,sim,não
141441,George Hilton,pros,MG,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
141445,Pepe Vargas,pt,RS,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
141450,Hugo Leal,pros,RJ,sim,não votou,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não votou,sim,sim,não votou,não votou,não votou,não votou,sim
141454,Alfredo Kaefer,psdb,PR,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não votou,não,sim,sim
141458,João Carlos Bacelar,pr,BA,sim,não votou,não,não,sim,sim,não votou,sim,não votou,sim,sim,sim,sim,não,não votou,sim,não votou,não,sim,não
141464,José Airton Cirilo,pt,CE,sim,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,não votou,não,sim,não,sim,não
141470,José Guimarães,pt,CE,sim,não,não votou,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,sim,não votou,não,sim,não
141472,Ricardo Tripoli,psdb,SP,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,sim,sim,sim,sim,sim
141478,Laerte Bessa,pr,DF,não,sim,não,não,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,sim,sim
141480,Lázaro Botelho,pp,TO,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,sim,sim
141482,Leonardo Quintão,pmdb,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,não,sim,sim
141483,Lindomar Garçon,pmdb,RO,não votou,sim,não votou,sim,sim,sim,não votou,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não votou,sim
141484,Lúcio Vale,pr,PA,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim,não
141485,Luiz Carlos Busato,ptb,RS,sim,não votou,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não votou,sim,sim,não votou,não votou,não votou,não votou,sim
141487,Luiz Fernando Faria,pp,MG,sim,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,não,sim,sim
141488,Paulo Teixeira,pt,SP,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,não votou,não,não votou,não,sim,não
141490,Manoel Junior,pmdb,PB,não votou,não votou,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim
141500,Marcos Montes,psd,MG,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
141503,Jô Moraes,pcdob,MG,não,não,não votou,sim,não,não,não,não,não,sim,sim,sim,não,não,sim,não,não votou,não,não votou,não
141507,Mauro Mariani,pmdb,SC,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
141513,Bilac Pinto,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
141515,Otavio Leite,psdb,RJ,sim,não votou,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim,não,sim,sim
141516,Paulo Abi-Ackel,psdb,MG,sim,não,não,sim,sim,sim,não votou,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim
141518,Paulo Pereira da Silva,solidaried,SP,sim,sim,abstenção,sim,não votou,sim,sim,sim,sim,não,não votou,não,sim,sim,não,sim,não votou,sim,sim,sim
141527,Renato Molling,pp,RS,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,não,sim,sim,não,sim,sim,sim,sim,sim
141529,Roberto Britto,pp,BA,sim,sim,não,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não
141531,Rodrigo de Castro,psdb,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim
141535,Rogério Marinho,psdb,RN,sim,não,abstenção,sim,sim,sim,sim,não votou,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
141536,Rômulo Gouveia,psd,PB,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
141542,Sérgio Moraes,ptb,RS,sim,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,não,sim,não votou,não,sim,sim
141552,Valtenir Pereira,pros,MT,sim,não,sim,não,não,não,não,sim,sim,sim,sim,sim,não,sim,sim,não votou,sim,não,sim,não
141553,Vanderlei Macris,psdb,SP,sim,não,abstenção,não,sim,sim,sim,sim,sim,não votou,sim,não,sim,não votou,sim,sim,sim,não,sim,sim
141555,Vinicius Carvalho,prb,SP,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim
141558,Waldir Maranhão,pp,MA,não votou,não votou,não votou,sim,sim,sim,não votou,não,sim,sim,sim,sim,não votou,não votou,sim,não votou,sim,não votou,não votou,não
141560,Walter Ihoshi,psd,SP,não votou,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,abstenção,sim,sim,não,sim,não votou
141562,Lelo Coimbra,pmdb,ES,não,sim,sim,não,sim,não,sim,não,não,sim,sim,não,sim,sim,sim,não votou,não,sim,sim,sim
141563,William Woo,pv,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não,não votou,sim,não votou,não,não votou,não votou,não votou,não votou
143632,Domingos Neto,pros,CE,sim,não votou,abstenção,sim,sim,não,sim,não,não votou,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,sim,não
144523,Daniel Vilela,pmdb,GO,não,sim,não,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim
146788,Marcelo Aro,phs,MG,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,não votou,não votou,não,sim,sim
146829,Fabiano Horta,pt,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não,não votou,não,não votou,não votou,não votou,não votou
148134,Professor Victório Galli,psc,MT,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,sim,sim,sim
150418,Márcio Marinho,prb,BA,sim,não,não votou,não,sim,não,sim,sim,sim,sim,sim,não,não,não,sim,sim,sim,não,sim,sim
151208,Laercio Oliveira,solidaried,SE,sim,não votou,sim,sim,não votou,sim,sim,sim,não votou,não,sim,não,não votou,sim,sim,sim,sim,não votou,sim,sim
151965,José Maia Filho,solidaried,PI,não votou,sim,sim,sim,sim,sim,não votou,não,não,não votou,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou,sim,não votou
151965,Mainha,solidaried,PI,não,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou
152605,Glauber Braga,psb,RJ,não votou,não,sim,não,não,não,não,não,não,não,sim,não,não,não,não,não,não,não,sim,não
152605,Glauber Braga,psol,RJ,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
152610,Roberto Alves,prb,SP,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,não,sim,sim
159237,Assis Carvalho,pt,PI,sim,não,não votou,não,não,não,não,não votou,não votou,sim,sim,sim,sim,não,sim,não,sim,não,não votou,não
159238,Marcus Pestana,psdb,MG,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim,sim
160426,Rogério Rosso,psd,DF,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,abstenção,sim,sim,sim,sim,sim
160508,Afonso Florence,pt,BA,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim,não
160509,Jorginho Mello,pr,SC,sim,não votou,sim,não,não votou,sim,não votou,sim,sim,sim,não votou,sim,não votou,sim,sim,sim,não votou,não votou,sim,sim
160510,Luis Tibé,ptdob,MG,não votou,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim
160511,Alessandro Molon,rede,RJ,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não
160511,Alessandro Molon,pt,RJ,não votou,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim,não
160512,Aureo,solidaried,RJ,sim,não votou,sim,não,sim,sim,sim,não,não,não,sim,não,não votou,sim,sim,não votou,sim,não votou,sim,sim
160515,Ronaldo Benedet,pmdb,SC,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160517,Paulo Foletto,psb,ES,sim,sim,sim,não,não,não,sim,não,sim,não,sim,não,sim,sim,não,sim,sim,não,sim,sim
160518,Weliton Prado,pt,MG,não,abstenção,abstenção,abstenção,abstenção,abstenção,sim,sim,sim,não,abstenção,não,abstenção,não,sim,não,sim,abstenção,abstenção,sim
160527,Aguinaldo Ribeiro,pp,PB,sim,sim,não,sim,sim,sim,não,não votou,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
160530,Antonio Imbassahy,psdb,BA,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim
160531,Jhonatan de Jesus,prb,RR,não,sim,não votou,não,sim,não,sim,sim,sim,não votou,sim,não,não,sim,sim,sim,sim,não,não votou,sim
160532,Eli Corrêa Filho,dem,SP,não votou,não votou,sim,não votou,sim,não votou,sim,sim,sim,não,sim,não,não,sim,sim,sim,não votou,sim,sim,sim
160535,Marcon,pt,RS,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim,não,sim,não
160536,Marco Tebaldi,psdb,SC,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,sim,não votou,não,sim,sim
160538,Bohn Gass,pt,RS,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,abstenção,não,sim,não
160541,Arthur Lira,pp,AL,sim,não votou,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não,sim,sim,sim,não,não votou,não votou,sim
160543,Andre Moura,psc,SE,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,não votou,não votou,não votou,sim,sim
160545,Alexandre Leite,dem,SP,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,não votou,sim,sim,sim
160551,Anderson Ferreira,pr,PE,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não votou,sim,sim
160552,Danrlei de Deus Hinterholz,psd,RS,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,sim
160553,Antonio Brito,ptb,BA,abstenção,sim,abstenção,sim,sim,sim,sim,não,não,não,sim,abstenção,não,sim,sim,sim,não votou,não,sim,não
160556,Padre João,pt,MG,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não,sim,não,sim,não,sim,não
160558,Paulo Freire,pr,SP,sim,não,abstenção,não,sim,não,não votou,sim,sim,não,sim,não,sim,não votou,não votou,sim,sim,não,sim,sim
160559,Alceu Moreira,pmdb,RS,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,não,sim,sim
160561,Missionário José Olimpio,pp,SP,sim,sim,abstenção,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
160565,Mara Gabrilli,psdb,SP,sim,não votou,não votou,não,sim,abstenção,não votou,não,sim,não,sim,não,não votou,não,sim,sim,não votou,não votou,não votou,sim
160566,Nelson Padovani,psdb,PR,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
160567,Nelson Marchezan Junior,psdb,RS,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,não,sim,sim
160569,Waldenor Pereira,pt,BA,não,não,sim,não,não,não,não votou,não,não,sim,sim,sim,sim,não,não votou,não,sim,não,sim,não
160570,Jerônimo Goergen,pp,RS,sim,não votou,sim,não,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,sim,não,não votou,sim,sim
160571,João Rodrigues,psd,SC,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim,sim
160572,Jorge Côrte Real,ptb,PE,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não,sim,sim
160573,João Arruda,pmdb,PR,não,não,não,sim,sim,não,não,não,não,não votou,sim,não,sim,não,sim,sim,não votou,sim,sim,sim
160575,Erika Kokay,pt,DF,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não,sim,não,sim,não,sim,não
160576,César Halum,prb,TO,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160578,Edmar Arruda,psc,PR,não votou,sim,não votou,sim,sim,não,sim,sim,sim,não,sim,sim,sim,não votou,não,não votou,sim,sim,não votou,não votou
160582,Alberto Filho,pmdb,MA,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim,sim
160588,Diego Andrade,psd,MG,sim,não votou,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim,sim
160589,Bruna Furlan,psdb,SP,sim,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não votou,sim,não votou,não,sim,sim
160591,Vinicius Gurgel,pr,AP,não votou,não,não,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim,não,não votou,abstenção
160592,Zeca Dirceu,pt,PR,não,não,sim,não,não,não,não,não,não,sim,não,sim,sim,não,sim,não,não votou,não,sim,não
160596,Heuler Cruvinel,psd,GO,sim,não,não,não votou,não votou,não votou,sim,sim,sim,sim,não votou,não,sim,sim,não,sim,não,não,sim,sim
160598,Flávia Morais,pdt,GO,não votou,não votou,sim,não,não,não,sim,não,não,não,sim,não,não votou,sim,sim,sim,não votou,não votou,sim,sim
160599,Dimas Fabiano,pp,MG,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim
160600,Arthur Oliveira Maia,solidaried,BA,sim,não votou,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,não votou,não votou,não votou,sim,sim
160601,Pr. Marco Feliciano,psc,SP,sim,sim,sim,sim,sim,não,sim,sim,sim,não votou,sim,não votou,não,não,não,sim,não votou,sim,sim,sim
160602,Arnaldo Jordy,pps,PA,sim,não,sim,não,não,não,sim,não,não,não,sim,não,não,não,não votou,não,não votou,sim,sim,sim
160604,Pedro Uczai,pt,SC,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não,sim,não,abstenção,não,sim,não
160607,Jose Stédile,psb,RS,não,sim,sim,não,não,não,sim,não,não,não,sim,não,sim,não,não,não,não votou,não,sim,sim
160610,Valmir Assunção,pt,BA,não,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim,não
160611,Toninho Pinheiro,pp,MG,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
160612,Sergio Zveiter,psd,RJ,não votou,sim,sim,não votou,não votou,não votou,sim,não votou,não votou,sim,não votou,sim,sim,sim,não votou,não votou,não votou,não,sim,sim
160613,Sibá Machado,pt,AC,sim,não,sim,não,não,não,não,não,não,sim,sim,sim,sim,não,não votou,não,não votou,não,sim,não
160617,Thiago Peixoto,psd,GO,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
160619,José Nunes,psd,BA,sim,sim,sim,sim,não,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não
160620,Washington Reis,pmdb,RJ,sim,não votou,sim,sim,não votou,sim,não votou,não,não,sim,não votou,sim,não votou,sim,sim,sim,não votou,não votou,sim,sim
160621,Sandro Alex,pps,PR,sim,não,sim,não,não,não,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim
160622,Vicente Candido,pt,SP,sim,não,sim,não,não,não,não votou,não,não,sim,sim,sim,sim,não,não votou,não,não votou,não,não votou,não
160628,Luciana Santos,pcdob,PE,não,não,sim,sim,não,não,não,não,não,sim,sim,sim,não,não,sim,não,não votou,não,sim,não
160630,Ságuas Moraes,pt,MT,não,não,sim,não,não,não,não,não,não,sim,sim,não votou,sim,não,sim,não votou,sim,não,sim,não
160631,Walney Rocha,ptb,RJ,sim,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,não,não,sim,não votou
160632,Zé Silva,solidaried,MG,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim
160633,Mandetta,dem,MS,sim,sim,sim,não,sim,não,sim,não,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim
160636,Wilson Filho,ptb,PB,sim,sim,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim
160637,Ronaldo Fonseca,pros,DF,sim,não,não,não,não,não,sim,sim,sim,não,sim,não,não,sim,não votou,sim,sim,sim,sim,sim
160639,Professora Dorinha Seabra Rezende,dem,TO,sim,sim,sim,não,sim,não,sim,não,não,não,sim,não,sim,não,sim,sim,não votou,sim,sim,sim
160640,Eros Biondini,ptb,MG,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não,sim,não,sim,sim,não votou,não,sim,sim
160641,Professora Marcivania,pt,AP,não,não,sim,não,não,não,não,não,não,não votou,sim,não votou,sim,não,sim,não,sim,não,sim,não
160642,Pastor Eurico,psb,PE,não votou,sim,sim,sim,não,sim,sim,sim,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,sim
160643,Dr. Jorge Silva,pros,ES,não,sim,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
160646,Fernando Francischini,solidaried,PR,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,sim,não votou,sim,não votou,não votou,não,sim,sim
160649,Esperidião Amin,pp,SC,não,não,não,sim,não,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,não votou,não,sim,sim
160651,Rogério Peninha Mendonça,pmdb,SC,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim
160653,Roberto de Lucena,pv,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim
160654,Renzo Braz,pp,MG,sim,sim,não votou,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim,não votou,sim,sim,não votou,não,não votou,sim
160655,Ricardo Izar,psd,SP,sim,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,não,sim,sim
160659,Keiko Ota,psb,SP,não votou,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,não votou,não,sim,sim
160660,Marcelo Aguiar,dem,SP,sim,não,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim,sim,sim,não votou
160663,Leopoldo Meyer,psb,PR,sim,não votou,sim,não,não,não,sim,não,não,não,sim,não,sim,sim,sim,não,não votou,não,sim,sim
160665,Augusto Coutinho,solidaried,PE,sim,não votou,não,não,sim,sim,sim,sim,sim,não,não,não,não votou,sim,sim,sim,não votou,não votou,sim,sim
160666,Félix Mendonça Júnior,pdt,BA,sim,sim,sim,não,não,não,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,não
160667,Guilherme Mussi,pp,SP,sim,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim,sim
160669,Genecias Noronha,solidaried,CE,sim,sim,não votou,sim,sim,sim,não votou,sim,não votou,não,sim,não,sim,sim,sim,não votou,sim,não,não votou,sim
160672,Jean Wyllys,psol,RJ,não,não,sim,não,obstrução,não,não,não,obstrução,não,sim,não,sim,não,não,não,não,não,sim,não
160673,Giovani Cherini,pdt,RS,sim,sim,sim,não,não votou,não,sim,não,não,não,sim,não,sim,sim,sim,sim,não,não,sim,sim
160674,Hugo Motta,pmdb,PB,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,não votou,sim
160676,Fernando Torres,psd,BA,sim,não votou,não,sim,sim,sim,sim,não,não,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,não
160677,Francisco Floriano,pr,RJ,não,sim,abstenção,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
160758,Domingos Sávio,psdb,MG,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não votou,sim,sim,não,sim,não votou,não,sim,sim
160976,Tiririca,pr,SP,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim,sim
162332,Luiz Nishimori,pr,PR,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
163321,Ronaldo Nogueira,ptb,RS,sim,não votou,não,não,sim,sim,sim,sim,sim,não,sim,não,não,não,sim,não,sim,não,sim,sim
163831,Fernando Jordão,pmdb,RJ,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim
164359,Delegado Waldir,psdb,GO,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim
164360,Carmen Zanotto,pps,SC,sim,não,sim,não,não,não,sim,não,não,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim
166401,Nilson Leitão,psdb,MT,sim,não votou,abstenção,não,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,sim,não votou,sim,sim,sim
