id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso
141558,Waldir Maranhão,pp,MA,não votou,não votou,não votou,sim,sim,sim,não votou,não,sim,sim,sim,sim,não votou,não votou,sim,não votou,sim,não votou,não votou
178972,Alex Manente,pps,SP,sim,não,sim,não,não,não,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim
160602,Arnaldo Jordy,pps,PA,sim,não,sim,não,não,não,sim,não,não,não,sim,não,não,não,não votou,não,não votou,sim,sim
164360,Carmen Zanotto,pps,SC,sim,não,sim,não,não,não,sim,não,não,não,sim,não,não,sim,sim,sim,sim,sim,sim
178849,Hissa Abrahão,pps,AM,sim,não,sim,não,não,não,não votou,não,não,não votou,sim,não,não,sim,sim,sim,sim,sim,sim
178880,Marcos Abrão,pps,GO,sim,não,sim,não,não,não,sim,não,sim,não,sim,não,não,sim,sim,sim,não,sim,sim
178997,Moses Rodrigues,pps,CE,sim,não,sim,sim,não,não,sim,sim,sim,não,sim,não,não,não,sim,sim,não,sim,sim
74048,Raul Jungmann,pps,PE,não votou,não,não votou,não votou,não,não votou,sim,não,não,não,não,não,não,sim,sim,não,não votou,não,não votou
73805,Roberto Freire,pps,SP,não votou,não,sim,não,não,não,sim,não,não,não votou,sim,não,não,sim,sim,sim,sim,não,abstenção
73466,Rubens Bueno,pps,PR,sim,não,sim,não,não,não,sim,não,não,não,sim,não,não,sim,sim,sim,não,sim,sim
160621,Sandro Alex,pps,PR,sim,não,sim,não,não,não,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim
141372,Aelton Freitas,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178846,Alfredo Nascimento,pr,AM,sim,não votou,não votou,não,sim,sim,sim,não votou,não votou,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou
178937,Altineu Côrtes,pr,RJ,sim,sim,não votou,não,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,sim,não,sim
160551,Anderson Ferreira,pr,PE,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não votou,sim
141513,Bilac Pinto,pr,MG,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178865,Cabo Sabino,pr,CE,não,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,não votou,não votou,sim,sim,sim
178829,Capitão Augusto,pr,SP,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178939,Clarissa Garotinho,pr,RJ,sim,não,sim,não,não,não,sim,não,não,sim,sim,não,sim,não,não votou,não,sim,não,sim
178940,Dr. João,pr,RJ,sim,não,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
160677,Francisco Floriano,pr,RJ,não,sim,abstenção,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74383,Giacobo,pr,PR,não votou,sim,não votou,não,sim,sim,não votou,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,não votou,não,sim
129618,Gorete Pereira,pr,CE,sim,sim,sim,não votou,não votou,não votou,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,sim
160509,Jorginho Mello,pr,SC,sim,não votou,sim,não,não votou,sim,não votou,sim,sim,sim,não votou,sim,não votou,sim,sim,sim,não votou,não votou,sim
74554,José Rocha,pr,BA,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,sim
141458,João Carlos Bacelar,pr,BA,sim,não votou,não,não,sim,sim,não votou,sim,não votou,sim,sim,sim,sim,não,não votou,sim,não votou,não,sim
141478,Laerte Bessa,pr,DF,não,sim,não,não,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,sim
74585,Lincoln Portela,pr,MG,abstenção,não votou,sim,não,sim,não,sim,sim,sim,sim,sim,não votou,não votou,não,sim,não,sim,não votou,sim
178955,Luiz Cláudio,pr,RO,sim,abstenção,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,abstenção,sim,sim,não,sim
162332,Luiz Nishimori,pr,PR,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141484,Lúcio Vale,pr,PA,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim
166402,Magda Mofatto,pr,GO,não votou,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
178983,Marcio Alvino,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
178943,Marcos Soares,pr,RJ,sim,sim,não,não votou,não votou,não votou,sim,sim,sim,sim,sim,não,sim,não votou,não votou,abstenção,não votou,sim,sim
74050,Maurício Quintella Lessa,pr,AL,não votou,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,não,sim
178985,Miguel Lombardi,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74787,Milton Monti,pr,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim
74017,Paulo Feijó,pr,RJ,sim,não,sim,não votou,não votou,não votou,sim,sim,sim,sim,não votou,não,sim,sim,não,sim,sim,não,sim
160558,Paulo Freire,pr,SP,sim,não,abstenção,não,sim,não,não votou,sim,sim,não,sim,não,sim,não votou,não votou,sim,sim,não,sim
178960,Remídio Monai,pr,RR,não votou,sim,não,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não,sim
187008,Silas Freire,pr,PI,não,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não,sim
160976,Tiririca,pr,SP,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
160591,Vinicius Gurgel,pr,AP,não votou,não,não,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou,sim,não,não votou
74043,Wellington Roberto,pr,PB,sim,sim,sim,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,não votou,não,sim
178949,Zenaide Maia,pr,RN,não,sim,sim,não,sim,sim,sim,não,não,sim,sim,sim,sim,abstenção,sim,não,sim,não,sim
178836,Alan Rick,prb,AC,não,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim
178831,André Abdon,prb,AP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim
141383,Antonio Bulhões,prb,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não,sim
73437,Beto Mansur,prb,SP,sim,não votou,não,não,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,sim,sim,sim,não votou,não votou
178962,Carlos Gomes,prb,RS,sim,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim
73441,Celso Russomanno,prb,SP,sim,não,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,não,não votou,sim,sim,não votou,não,sim
141408,Cleber Verde,prb,MA,sim,não votou,sim,não,sim,não,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,sim
160576,César Halum,prb,TO,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
66828,Fausto Pinato,prb,SP,sim,não,não,não,sim,não,sim,sim,sim,sim,sim,não,não,sim,não,sim,não votou,não,sim
160531,Jhonatan de Jesus,prb,RR,não,sim,não votou,não,sim,não,sim,sim,sim,não votou,sim,não,não,sim,sim,sim,sim,não,não votou
178971,Jony Marcos,prb,SE,sim,não,sim,não,sim,não,não,sim,sim,sim,sim,sim,não,não,não votou,não,não votou,sim,sim
118594,Marcelo Squassoni,prb,SP,sim,não,abstenção,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim
150418,Márcio Marinho,prb,BA,sim,não,não votou,não,sim,não,sim,sim,sim,sim,sim,não,não,não,sim,sim,sim,não,sim
152610,Roberto Alves,prb,SP,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,sim,não,não votou,sim,sim,sim,não,sim
178944,Roberto Sales,prb,RJ,não,não,sim,não,sim,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não votou,sim,não,sim
122466,Ronaldo Martins,prb,CE,não,não,não,não,sim,não,sim,sim,sim,sim,sim,não,não,não,sim,sim,sim,não,sim
178945,Rosangela Gomes,prb,RJ,sim,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim
178991,Sérgio Reis,prb,SP,não votou,não votou,não votou,não,sim,não,sim,não votou,não votou,sim,sim,sim,não votou,não votou,sim,sim,sim,não votou,não votou
178862,Tia Eron,prb,BA,sim,não,sim,não,sim,não,não votou,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim
141555,Vinicius Carvalho,prb,SP,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim
133374,Ademir Camilo,pros,MG,sim,sim,não,sim,não,não,sim,sim,sim,não votou,sim,não,sim,não,sim,sim,sim,não,sim
74213,Antonio Balhmann,pros,CE,não votou,não votou,não,não,não,sim,não votou,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não votou,não votou,sim
74103,Ariosto Holanda,pros,CE,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
178906,Beto Salame,pros,PA,não votou,sim,sim,não,não,não,sim,não,não,sim,sim,sim,sim,não,sim,sim,sim,não,sim
143632,Domingos Neto,pros,CE,sim,não votou,abstenção,sim,sim,não,sim,não,não votou,sim,sim,sim,não votou,sim,sim,sim,não votou,não votou,sim
160643,Dr. Jorge Silva,pros,ES,não,sim,não,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74558,Givaldo Carimbão,pros,AL,não votou,não,não,não,sim,sim,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,não votou,não votou,sim
141450,Hugo Leal,pros,RJ,sim,não votou,sim,sim,sim,sim,sim,não,não,sim,sim,sim,não votou,sim,sim,não votou,não votou,não votou,não votou
74299,Leônidas Cristino,pros,CE,sim,sim,não,não,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178951,Rafael Motta,pros,RN,sim,sim,sim,não,sim,não,sim,não,sim,sim,sim,não votou,sim,não votou,sim,sim,não,não votou,sim
160637,Ronaldo Fonseca,pros,DF,sim,não,não,não,não,não,sim,sim,sim,não,sim,não,não,sim,não votou,sim,sim,sim,sim
141552,Valtenir Pereira,pros,MT,sim,não,sim,não,não,não,não,sim,sim,sim,sim,sim,não,sim,sim,não votou,sim,não,sim
74308,Vicente Arruda,pros,CE,sim,não votou,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou
178936,Alexandre Valle,prp,RJ,sim,não,sim,não,sim,sim,sim,não votou,não votou,sim,sim,não,sim,sim,sim,sim,sim,sim,sim
178886,Juscelino Filho,prp,MA,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não
179000,Marcelo Álvaro Antônio,prp,MG,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim
178903,Adilton Sachetti,psb,MT,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim,sim
178834,Bebeto,psb,BA,não votou,sim,sim,não,não,não,não,não,não,não,sim,não,sim,não,não,não,não votou,não,não votou
178838,César Messias,psb,AC,sim,sim,não,não,não votou,não,sim,não,não,não,não votou,não,sim,não votou,não votou,não votou,não votou,não,sim
178905,Fabio Garcia,psb,MT,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não votou,sim,sim
190149,Fabricio Oliveira,psb,SC,não,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou
141431,Fernando Coelho Filho,psb,PE,sim,sim,não,não,sim,sim,sim,não,não,sim,sim,não,sim,sim,sim,não,sim,não,sim
178978,Flavinho,psb,SP,não,não,sim,não,não,não,sim,não,não,não,sim,não,sim,sim,sim,não,sim,não,sim
74419,Gonzaga Patriota,psb,PE,não,não,sim,não,não,não,não votou,sim,sim,não,sim,não,sim,sim,sim,sim,não votou,não,sim
178964,Heitor Schuch,psb,RS,não,sim,sim,não,não,não,sim,não,não,não,sim,não,sim,não,sim,não,não votou,não,sim
97707,Heráclito Fortes,psb,PI,sim,não votou,não votou,sim,sim,sim,sim,abstenção,sim,não votou,sim,não,sim,sim,sim,não,sim,não,não votou
178842,JHC,psb,AL,não,sim,sim,não,não,não,sim,não,sim,não,sim,não,não,não votou,sim,sim,sim,sim,sim
73926,Janete Capiberibe,psb,AP,não,sim,sim,não,não,não,não votou,não,não,não votou,sim,não votou,sim,não,não votou,não votou,não votou,não,sim
160607,Jose Stédile,psb,RS,não,sim,sim,não,não,não,sim,não,não,não,sim,não,sim,não,não,não,não votou,não,sim
73714,José Reinaldo,psb,MA,sim,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,não,sim
178917,João Fernando Coutinho,psb,PE,não,sim,sim,não,sim,não,abstenção,não,não,sim,sim,não,sim,sim,não,não,sim,não,sim
73586,Júlio Delgado,psb,MG,não,sim,sim,não,não,sim,sim,não,abstenção,não,sim,não votou,sim,sim,sim,não,sim,não,sim
160659,Keiko Ota,psb,SP,não votou,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,não votou,não,sim
160663,Leopoldo Meyer,psb,PR,sim,não votou,sim,não,não,não,sim,não,não,não,sim,não,sim,sim,sim,não,não votou,não,sim
178931,Luciano Ducci,psb,PR,não,sim,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não votou,não,sim
178982,Luiz Lauro Filho,psb,SP,não,não,não,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não,sim,não,sim
74784,Luiza Erundina,psb,SP,não,não votou,não votou,não votou,não votou,não votou,não,não,não,não votou,não votou,não votou,não votou,não,não,não votou,não votou,não votou,não votou
64960,Maria Helena,psb,RR,não,sim,sim,não,sim,sim,sim,não,não,não,sim,não,sim,não,não votou,não,não votou,não,sim
178919,Marinaldo Rosendo,psb,PE,não,sim,sim,sim,não,não,sim,sim,sim,sim,sim,não,sim,sim,sim,não votou,não votou,não,sim
160642,Pastor Eurico,psb,PE,não votou,sim,sim,sim,não,sim,sim,sim,sim,não,não,não,sim,sim,sim,sim,sim,não,sim
160517,Paulo Foletto,psb,ES,sim,sim,sim,não,não,não,sim,não,sim,não,sim,não,sim,sim,não,sim,sim,não,sim
178926,Rodrigo Martins,psb,PI,não,sim,sim,não,não,sim,sim,não votou,não votou,não,sim,não,sim,sim,sim,não,não,não,sim
92776,Stefano Aguiar,psb,MG,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,não,não votou,não,sim
178922,Tadeu Alencar,psb,PE,não,sim,sim,não,não,não,não,não,não,sim,sim,não,sim,não,não,não,não votou,não,sim
178898,Tenente Lúcio,psb,MG,não,sim,sim,não,sim,sim,sim,não,não,não,sim,sim,sim,sim,não,não,sim,sim,sim
178901,Tereza Cristina,psb,MS,sim,sim,sim,não votou,sim,não votou,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim
141384,Valadares Filho,psb,SE,não,não votou,sim,não,sim,não,sim,não,sim,não,sim,não,não votou,não votou,sim,não,sim,não votou,sim
137070,Vicentinho Júnior,psb,TO,não,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não,sim
74459,Átila Lira,psb,PI,sim,sim,sim,não,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim,não,sim,não,sim
160543,Andre Moura,psc,SE,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não,não votou,não votou,não votou,sim
160578,Edmar Arruda,psc,PR,não votou,sim,não votou,sim,sim,não,sim,sim,sim,não,sim,sim,sim,não votou,não,não votou,sim,sim,não votou
92346,Eduardo Bolsonaro,psc,SP,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,não,sim,sim,abstenção,sim
99654,Erivelton Santana,psc,BA,não,sim,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim
74270,Gilberto Nascimento,psc,SP,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,não,sim,não votou,não votou,sim
178855,Irmão Lazaro,psc,BA,não votou,sim,sim,não,não,sim,sim,não votou,sim,não,sim,não,não,sim,sim,sim,não votou,sim,sim
67312,Júlia Marinho,psc,PA,sim,sim,sim,não votou,sim,não votou,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,sim,sim
178852,Marcos Reategui,psc,AP,não,sim,abstenção,não,sim,não,não votou,não,sim,não,sim,não votou,sim,não,sim,não,não votou,sim,sim
160601,Pr. Marco Feliciano,psc,SP,sim,sim,sim,sim,sim,não,sim,sim,sim,não votou,sim,não votou,não,não,não,sim,não votou,sim,sim
148134,Professor Victório Galli,psc,MT,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,sim,sim
178998,Raquel Muniz,psc,MG,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim
4930,Silvio Costa,psc,PE,sim,não,não,não,sim,sim,não,não,não,sim,sim,sim,não,sim,sim,sim,sim,não,sim
74385,Takayama,psc,PR,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não votou
178833,Alexandre Serfiotis,psd,RJ,não,não,não votou,não,sim,sim,sim,sim,sim,sim,sim,não,não,sim,não,não,sim,não,sim
73720,Cesar Souza,psd,SC,sim,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não,sim,sim,sim,não votou
178841,Cícero Almeida,psd,AL,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim,não,sim,não votou,sim,sim,sim,não,sim
160552,Danrlei de Deus Hinterholz,psd,RS,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,não,sim
178908,Delegado Éder Mauro,psd,PA,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,abstenção,sim,sim,sim,não,sim
160588,Diego Andrade,psd,MG,sim,não votou,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim
178930,Evandro Roman,psd,PR,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141430,Felipe Bornier,psd,RJ,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,não,sim,sim,sim,sim
160676,Fernando Torres,psd,BA,sim,não votou,não,sim,sim,sim,sim,não,não,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim
178907,Francisco Chapadinha,psd,PA,sim,não,sim,não votou,não votou,não votou,sim,sim,não votou,não votou,não votou,sim,sim,sim,sim,sim,sim,não,sim
141428,Fábio Faria,psd,RN,sim,sim,sim,não,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178969,Fábio Mitidieri,psd,SE,não,sim,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
178980,Goulart,psd,SP,sim,sim,abstenção,não,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não,sim,não,sim
178981,Herculano Passos,psd,SP,sim,não,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
160596,Heuler Cruvinel,psd,GO,sim,não,não,não votou,não votou,não votou,sim,sim,sim,sim,não votou,não,sim,sim,não,sim,não,não,sim
141389,Indio da Costa,psd,RJ,não votou,não,abstenção,não,sim,sim,sim,sim,sim,não votou,sim,sim,não,não votou,sim,sim,sim,sim,sim
81232,Irajá Abreu,psd,TO,sim,não votou,sim,não votou,não votou,não votou,sim,sim,sim,sim,não votou,sim,não votou,sim,não votou,sim,não votou,não votou,sim
74665,Jaime Martins,psd,MG,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou
74273,Jefferson Campos,psd,SP,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,sim,não votou,não,sim
178910,Joaquim Passarinho,psd,PA,não votou,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim
74140,José Carlos Araújo,psd,BA,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não,sim,não votou,não,sim
160619,José Nunes,psd,BA,sim,sim,sim,sim,não,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160571,João Rodrigues,psd,SC,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,sim
74317,Júlio Cesar,psd,PI,sim,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141500,Marcos Montes,psd,MG,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
74574,Paulo Magalhães,psd,BA,sim,não,não,não,sim,não,sim,não,não,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim
160655,Ricardo Izar,psd,SP,sim,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou,não,sim
160426,Rogério Rosso,psd,DF,sim,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,abstenção,sim,sim,sim,sim
141536,Rômulo Gouveia,psd,PB,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160612,Sergio Zveiter,psd,RJ,não votou,sim,sim,não votou,não votou,não votou,sim,não votou,não votou,sim,não votou,sim,sim,sim,não votou,não votou,não votou,não,sim
74356,Silas Câmara,psd,AM,sim,sim,abstenção,não,sim,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,não,sim,sim,não,sim
73808,Sérgio Brito,psd,BA,sim,sim,não,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
178947,Sóstenes Cavalcante,psd,RJ,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não,não,sim,sim,sim,sim
160617,Thiago Peixoto,psd,GO,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
141560,Walter Ihoshi,psd,SP,não votou,não,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,abstenção,sim,sim,não,sim
74090,Átila Lins,psd,AM,não votou,sim,não,não votou,sim,não votou,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,sim
178875,Alexandre Baldy,psdb,GO,sim,não,abstenção,não votou,não votou,não votou,não votou,sim,sim,não,não votou,não,sim,sim,sim,sim,não votou,sim,sim
141454,Alfredo Kaefer,psdb,PR,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não votou,não,sim
73584,Antonio Carlos Mendes Thame,psdb,SP,sim,não,sim,não,sim,sim,sim,não votou,não votou,não votou,sim,não,não,não votou,sim,não votou,sim,não,sim
160530,Antonio Imbassahy,psdb,BA,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim
178847,Arthur Virgílio Bisneto,psdb,AM,sim,não,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim
178915,Betinho Gomes,psdb,PE,sim,não,sim,não,sim,sim,abstenção,não,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim
74650,Bonifácio de Andrada,psdb,MG,sim,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,não,não votou,não,sim,sim,não,sim
160589,Bruna Furlan,psdb,SP,sim,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não votou,sim,não votou,não,sim
141394,Bruno Araújo,psdb,PE,sim,não,abstenção,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,não votou,sim,sim,sim,não,sim
178976,Bruno Covas,psdb,SP,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,não,sim,não,sim
178891,Caio Narcio,psdb,MG,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim,não,não votou
74262,Carlos Sampaio,psdb,SP,não votou,não,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,não votou,sim,não votou,não,sim
178876,Célio Silveira,psdb,GO,sim,não,abstenção,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,não,não,sim
178916,Daniel Coelho,psdb,PE,sim,não,sim,sim,sim,abstenção,abstenção,sim,sim,não,sim,não,sim,sim,não,não,sim,sim,sim
164359,Delegado Waldir,psdb,GO,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim,sim,sim
160758,Domingos Sávio,psdb,MG,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não votou,sim,sim,não,sim,não votou,não,sim
74655,Eduardo Barbosa,psdb,MG,sim,sim,sim,não,sim,sim,sim,não,não,não,sim,não,sim,sim,não,sim,sim,não,sim
178977,Eduardo Cury,psdb,SP,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,não,sim,não votou,sim,sim
181316,Elizeu Dionizio,psdb,MS,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
178877,Fábio Sousa,psdb,GO,sim,não,abstenção,sim,sim,sim,sim,sim,sim,não,não,não,não,sim,sim,não votou,não,sim,sim
178966,Geovania de Sá,psdb,SC,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,não,não votou,não votou,sim,não,sim
178878,Giuseppe Vecci,psdb,GO,sim,não,sim,abstenção,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,sim,não,não,sim
4931,Izalci,psdb,DF,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim
74366,João Campos,psdb,GO,sim,não,abstenção,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim
