id_dep,nome,partido,uf,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Maioridade 1,Maioridade 2,Pensão, Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Transgênico,Voto Facultativo,Voto impresso
178846,Alfredo Nascimento,pr,AM,-1,-1,0,1,1,-1,-1,1,1,1,-1,1,1,-1,-1
178937,Altineu Côrtes,pr,RJ,1,-1,0,-1,1,1,1,1,1,-1,1,1,1,0,1
160551,Anderson Ferreira,pr,PE,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,1
141513,Bilac Pinto,pr,MG,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
178865,Cabo Sabino,pr,CE,1,0,0,1,0,1,1,1,1,1,0,0,-1,1,1
178829,Capitão Augusto,pr,SP,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
178939,Clarissa Garotinho,pr,RJ,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
178940,Dr. João,pr,RJ,0,-2,0,1,1,1,1,1,1,1,1,1,1,0,1
160677,Francisco Floriano,pr,RJ,1,-2,0,1,1,1,-1,1,1,1,1,1,1,0,1
74383,Giacobo,pr,PR,1,-1,0,1,1,1,1,1,-1,1,1,1,-1,0,1
129618,Gorete Pereira,pr,CE,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1
141458,João Carlos Bacelar,pr,BA,-1,0,0,1,1,1,-1,1,1,1,1,0,1,0,1
160509,Jorginho Mello,pr,SC,-1,1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,1
74554,José Rocha,pr,BA,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,1
141478,Laerte Bessa,pr,DF,1,0,0,1,1,1,1,1,1,1,1,-1,1,-1,1
74585,Lincoln Portela,pr,MG,-1,1,0,1,0,1,1,1,1,-1,-1,0,0,-1,1
141484,Lúcio Vale,pr,PA,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,1
178955,Luiz Cláudio,pr,RO,-2,1,0,1,1,1,1,1,1,1,1,1,1,0,1
162332,Luiz Nishimori,pr,PR,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
166402,Magda Mofatto,pr,GO,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
178983,Marcio Alvino,pr,SP,1,-2,0,1,1,1,1,1,1,1,1,1,1,0,1
178943,Marcos Soares,pr,RJ,1,0,-1,-1,-1,1,1,1,1,0,1,-1,-2,1,1
74050,Maurício Quintella Lessa,pr,AL,1,-2,0,1,1,1,1,1,1,1,1,1,-1,0,1
178985,Miguel Lombardi,pr,SP,1,-2,0,1,1,1,1,1,1,1,1,1,1,0,1
74787,Milton Monti,pr,SP,1,-2,0,1,1,1,1,1,1,1,1,1,-1,0,1
74017,Paulo Feijó,pr,RJ,0,1,-1,-1,-1,1,1,1,-1,0,1,1,1,0,1
160558,Paulo Freire,pr,SP,0,-2,0,1,0,1,1,0,1,0,1,-1,1,0,1
178960,Remídio Monai,pr,RR,1,0,0,1,1,1,1,-1,1,1,1,1,1,0,1
187008,Silas Freire,pr,PI,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1
160976,Tiririca,pr,SP,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1
160591,Vinicius Gurgel,pr,AP,0,0,0,1,1,1,1,-1,1,1,1,1,-1,0,-1
74043,Wellington Roberto,pr,PB,1,1,0,1,1,1,-1,1,1,1,1,1,-1,0,1
178949,Zenaide Maia,pr,RN,1,1,0,1,1,0,0,1,1,1,1,-2,0,0,1
178836,Alan Rick,prb,AC,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
178831,André Abdon,prb,AP,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
141383,Antonio Bulhões,prb,SP,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1
73437,Beto Mansur,prb,SP,-1,0,0,1,1,1,1,-1,1,1,-1,1,1,-1,-1
178962,Carlos Gomes,prb,RS,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
73441,Celso Russomanno,prb,SP,0,1,0,1,0,1,1,1,1,1,0,-1,1,0,1
160576,César Halum,prb,TO,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
